"Time","Humidite_Interieur_Sud.mean","Humidite_Interieur_Nord.mean","Humidite_RELATIVE_E4000.mean","Humidite_ABSOLUE_E4000.mean"
"2021-04-23-03",40,42.91675,34,6.66
"2021-04-23-04",40,42,34,6.64325
"2021-04-23-05",40,42,34,6.61675
"2021-04-23-06",40,42,33.25,6.45425
"2021-04-23-07",40,42,33,6.42
"2021-04-23-08",40.25,42,33,6.43
"2021-04-23-09",41,42,33,6.44
"2021-04-23-10",41,42,33,6.4525
"2021-04-23-11",41.08325,42,33,6.47
"2021-04-23-12",41.91675,42,33,6.5035
"2021-04-23-13",42,42.08325,33,6.56975
"2021-04-23-14",42,43,33,6.665
"2021-04-23-15",41.91675,43,33,6.7165
"2021-04-23-16",41,43.33325,33,6.763
"2021-04-23-17",41,44,33.91675,6.9935
"2021-04-23-18",41,44,34,7.05
"2021-04-23-19",40.5835,44,34.08325,7.0675
"2021-04-23-20",40,44,35,7.22325
"2021-04-23-21",40,44,35,7.22
"2021-04-23-22",40,44,35,7.19
"2021-04-23-23",40,44,35,7.15
"2021-04-24-00",40,43.58325,35,7.12
"2021-04-24-01",40.58325,43,35,7.07325
"2021-04-24-02",41,43,35,6.9735
"2021-04-24-03",41,43,35,6.90675
"2021-04-24-04",41,43,35,6.86325
"2021-04-24-05",41,43,34.5,6.76
"2021-04-24-06",40.58325,43,34,6.66
"2021-04-24-07",40.5,43,34,6.63
"2021-04-24-08",41,43,34,6.62325
"2021-04-24-09",41,42.91675,34,6.62
"2021-04-24-10",41,43,34,6.64
"2021-04-24-11",41,43,34,6.66
"2021-04-24-12",41,43,33.5,6.5865
"2021-04-24-13",41.75,43,33,6.61
"2021-04-24-14",42,43.33325,33.75,6.7825
"2021-04-24-15",41.41675,44,33.33325,6.79675
"2021-04-24-16",41,44,33.8335,6.96
"2021-04-24-17",41,44,34,7.0825
"2021-04-24-18",41,44,34,7.1835
"2021-04-24-19",40.5,44,34.75,7.36425
"2021-04-24-20",40,44,35,7.39
"2021-04-24-21",40,44,35,7.4
"2021-04-24-22",40,44,35,7.39
"2021-04-24-23",40,44,35.33325,7.4265
"2021-04-25-00",40,43.91675,35.1665,7.38075
"2021-04-25-01",40,43,35,7.2765
"2021-04-25-02",40.33325,43,35,7.24675
"2021-04-25-03",41,43,35,7.17
"2021-04-25-04",41,43,35,7.05675
"2021-04-25-05",41,43,35,7.00675
"2021-04-25-06",41,43,35,6.94025
"2021-04-25-07",41,43,35,6.90325
"2021-04-25-08",41,43,35,6.9
"2021-04-25-09",41,43,34.41675,6.7465
"2021-04-25-10",41,43,34,6.66325
"2021-04-25-11",41,43,34,6.70325
"2021-04-25-12",41.08325,43,34,6.7665
"2021-04-25-13",41.91675,43,34,6.83
"2021-04-25-14",42,43.83325,34,6.89325
"2021-04-25-15",42,44,34.5,7.05825
"2021-04-25-16",41.91675,44,35,7.21
"2021-04-25-17",41.08325,44,35,7.22
"2021-04-25-18",41,44,35,7.23325
"2021-04-25-19",41,44,35,7.26
"2021-04-25-20",41,44,35,7.2535
"2021-04-25-21",41,44,35,7.24675
"2021-04-25-22",40.5,43.5,35.16675,7.2615
"2021-04-25-23",40,43,35,7.17
"2021-04-26-00",40,43,35,7.14325
"2021-04-26-01",40.1665,43,35,7.11675
"2021-04-26-02",40.25,43,35,7.08
"2021-04-26-03",41,43,35,7.0435
"2021-04-26-04",41,43,35,7.01325
"2021-04-26-05",41,43,35,6.97675
"2021-04-26-06",41,43,35,6.94
"2021-04-26-07",41,43,35,6.91325
"2021-04-26-08",41.66675,43.25,35.4165,7.02425
"2021-04-26-09",42.16675,44,36.08325,7.32
"2021-04-26-10",42.75,44,36,7.23325
"2021-04-26-11",43,44,36,7.23325
"2021-04-26-12",43.08325,46,36,7.23425
"2021-04-26-13",43,46,36,7.56425
"2021-04-26-14",42.91675,46.16675,35.58325,7.591
"2021-04-26-15",43,47,36,7.74725
"2021-04-26-16",43,47,36,7.586
"2021-04-26-17",43,47,36,7.50775
"2021-04-26-18",43,47,36,7.51175
"2021-04-26-19",43,47,36,7.47975
"2021-04-26-20",43,47,36,7.47325
"2021-04-26-21",43,47,36,7.47325
"2021-04-26-22",43,47,36,7.47
"2021-04-26-23",43,47,36,7.4765
"2021-04-27-00",43,47,36,7.47
"2021-04-27-01",43,47,36,7.47325
"2021-04-27-02",43,47,36,7.47
"2021-04-27-03",43,47,36,7.47
"2021-04-27-04",43.16675,47,36,7.47
"2021-04-27-05",43.91675,47.5,36,7.47
"2021-04-27-06",44,48,36,7.47
"2021-04-27-07",44,48,36,7.47
"2021-04-27-08",46.0835,49.5,37.1665,7.79575
"2021-04-27-09",48,51.3335,38.25,8.181
"2021-04-27-10",47.33325,50.91675,38,8.075
"2021-04-27-11",47,51,38,8.049
"2021-04-27-12",47,50.41675,38,7.97825
"2021-04-27-13",47,50.25,38,7.97475
"2021-04-27-14",47,51,38,8.0035
"2021-04-27-15",47,51,38.08325,8.00325
"2021-04-27-16",47,51,38.6665,8.095
"2021-04-27-17",47,51,39,8.09425
"2021-04-27-18",46.83325,50.33325,38.25,7.941
"2021-04-27-19",46,50,38,7.88
"2021-04-27-20",46,50,38.25,7.9325
"2021-04-27-21",46,49.75,38,7.88425
"2021-04-27-22",46,49,38,7.88
"2021-04-27-23",45.5,49,38,7.87675
"2021-04-28-00",44,49,38,7.85
"2021-04-28-01",44,49,38,7.8065
"2021-04-28-02",44,49,38,7.79475
"2021-04-28-03",44,49,38,7.775
"2021-04-28-04",45.66675,49,38,7.76675
"2021-04-28-05",46,49,38,7.775
"2021-04-28-06",46,49,38,7.77075
"2021-04-28-07",46,49,38,7.8
"2021-04-28-08",46,49,38,7.85
"2021-04-28-09",46.33325,49.5,38.58325,7.98025
"2021-04-28-10",47,50,39,8.07675
"2021-04-28-11",47,50.08325,39,8.08425
"2021-04-28-12",47,50,39,8.05975
"2021-04-28-13",47,50,39,8.07325
"2021-04-28-14",47,50,39,8.08
"2021-04-28-15",47,50,39,8.08675
"2021-04-28-16",47,50,38.58325,8.0025
"2021-04-28-17",47,50,38,7.88
"2021-04-28-18",46,50,38,7.88
"2021-04-28-19",46,49.16675,38,7.88
"2021-04-28-20",46,49,38,7.88
"2021-04-28-21",46,49,38,7.88
"2021-04-28-22",46,49,38,7.8735
"2021-04-28-23",46,49,38,7.8735
"2021-04-29-00",46,49,38,7.8465
"2021-04-29-01",46,49,38,7.85
"2021-04-29-02",46,49,38,7.84325
"2021-04-29-03",46,49,38,7.84
"2021-04-29-04",46,49,38,7.83675
"2021-04-29-05",46,49,38,7.8465
"2021-04-29-06",46,49,37.41675,7.7325
"2021-04-29-07",46,49,37,7.66725
"2021-04-29-08",46,49.08325,37.08325,7.69675
"2021-04-29-09",47,50,38,8.0025
"2021-04-29-10",47,50.91675,38,8.05325
"2021-04-29-11",47.75,51,38.83325,8.24075
"2021-04-29-12",47.5835,51.33325,38.5,8.2
"2021-04-29-13",47.91675,53,38.75,8.2885
"2021-04-29-14",48,53.83325,39.08325,8.38675
"2021-04-29-15",48.75,54,39.75,8.45
"2021-04-29-16",49,54,40,8.36575
"2021-04-29-17",49,53.58325,39,8.09425
"2021-04-29-18",48.16675,53,39,8.07
"2021-04-29-19",48,53,39,8.025
"2021-04-29-20",48,53,39,8.00425
"2021-04-29-21",48,51.66675,39,7.98325
"2021-04-29-22",47.66675,51,39,8
"2021-04-29-23",47,51,39,7.99175
"2021-04-30-00",47,51,38.25,7.84075
"2021-04-30-01",47,51,38,7.77075
"2021-04-30-02",47,51,38,7.78325
"2021-04-30-03",47,51,38,7.779
"2021-04-30-04",47,51,38,7.78725
"2021-04-30-05",47,51,38,7.80325
"2021-04-30-06",47,51,38,7.80675
"2021-04-30-07",47,51,38,7.82
"2021-04-30-08",47,51,38,7.81325
"2021-04-30-09",47.08325,51.33325,38,7.97325
"2021-04-30-10",49.75,54.75,40.08325,8.46425
"2021-04-30-11",49.33325,54.66675,39.25,8.369
"2021-04-30-12",48.75,54,39,8.3175
"2021-04-30-13",48,54,39,8.3175
"2021-04-30-14",48,54,39,8.33325
"2021-04-30-15",48,54,39,8.33975
"2021-04-30-16",48,54,39,8.14675
"2021-04-30-17",48.5,54,39,7.9875
"2021-04-30-18",49,53,39,7.9185
"2021-04-30-19",49,53,39,7.86525
"2021-04-30-20",48.5,53,39,7.82
"2021-04-30-21",48,52,38.91675,7.7825
"2021-04-30-22",48,51,38.5,7.669
"2021-04-30-23",48,51,38.83325,7.67475
"2021-05-01-00",48,50.58325,38.1665,7.54825
"2021-05-01-01",48,50,38,7.53
"2021-05-01-02",48.24975,50,38,7.52
"2021-05-01-03",48.16675,50,38,7.53675
"2021-05-01-04",48.1665,50,38,7.56825
"2021-05-01-05",48.5835,50,38,7.5785
"2021-05-01-06",48.83325,49.41675,38,7.60225
"2021-05-01-07",48.1665,49,38,7.61575
"2021-05-01-08",48.16675,49,37.41675,7.52675
"2021-05-01-09",48,49,37,7.4635
"2021-05-01-10",48.41675,49,37,7.5215
"2021-05-01-11",49,49,37,7.51325
"2021-05-01-12",49,49,37,7.5525
"2021-05-01-13",49,49,37,7.54825
"2021-05-01-14",49,49,37,7.54825
"2021-05-01-15",49,49,37,7.56675
"2021-05-01-16",49,49,37,7.5665
"2021-05-01-17",49,49,37,7.57675
"2021-05-01-18",49,49,37,7.58
"2021-05-01-19",49,49,37,7.58025
"2021-05-01-20",49,49,37,7.545
"2021-05-01-21",48.83325,49,37,7.566
"2021-05-01-22",48,49,37,7.549
"2021-05-01-23",48,49,37,7.53575
"2021-05-02-00",48,49,37,7.5525
"2021-05-02-01",48,49,37,7.51675
"2021-05-02-02",48,49,37,7.50175
"2021-05-02-03",48,48.58325,37,7.49
"2021-05-02-04",48,48,37,7.501
"2021-05-02-05",48,48,37,7.49575
"2021-05-02-06",48,48,37,7.525
"2021-05-02-07",48,48,36.3335,7.4025
"2021-05-02-08",48.66675,48,36.83325,7.506
"2021-05-02-09",49,48,36.5835,7.44425
"2021-05-02-10",49,48,36.08325,7.3715
"2021-05-02-11",49,48,36,7.4125
"2021-05-02-12",48.33325,48,36,7.40575
"2021-05-02-13",48,48,36,7.44
"2021-05-02-14",48,48,36,7.40525
"2021-05-02-15",48,48,36,7.3775
"2021-05-02-16",47.58325,48,36,7.3865
"2021-05-02-17",47,48,36,7.26325
"2021-05-02-18",47,48.5835,36,7.33675
"2021-05-02-19",47,48,36,7.31325
"2021-05-02-20",47,48,36,7.26325
"2021-05-02-21",47,48,36,7.25325
"2021-05-02-22",47,48,36,7.25025
"2021-05-02-23",46.83325,48,36,7.21275
"2021-05-03-00",46,48,36,7.16925
"2021-05-03-01",46,47.08325,36,7.136
"2021-05-03-02",46,47,35.58325,7.08675
"2021-05-03-03",46,46.83325,35,7.02
"2021-05-03-04",46,46,35,7.0765
"2021-05-03-05",46,46,34.08325,6.9175
"2021-05-03-06",45.5,45.33325,34,6.92325
"2021-05-03-07",44.16675,44,34,6.96975
"2021-05-03-08",46.25,45.33325,33.91675,7.01325
"2021-05-03-09",47,46.08325,34,7.07175
"2021-05-03-10",47,46.33325,33.5,7.23325
"2021-05-03-11",47,47.33325,33.5,7.48075
"2021-05-03-12",47,48,34,7.50425
"2021-05-03-13",46.16675,47,33.91675,7.194
"2021-05-03-14",46.49975,47.08325,34.33325,7.17675
"2021-05-03-15",48,48.83325,36,7.4685
"2021-05-03-16",44.66675,46,33.58325,6.92275
"2021-05-03-17",44,47.41675,34.5,7.115
"2021-05-03-18",44,48,35,7.27
"2021-05-03-19",44,48.41675,35.41675,7.3175
"2021-05-03-20",44,49,36,7.36325
"2021-05-03-21",44,49,36,7.3465
"2021-05-03-22",44,49,36.91675,7.4875
"2021-05-03-23",44,48.91675,37,7.43325
"2021-05-04-00",44,48,37,7.3715
"2021-05-04-01",44,48,37,7.32325
"2021-05-04-02",44,48,37,7.29
"2021-05-04-03",44,47.91675,36.66675,7.19975
"2021-05-04-04",44,47,36,7.06675
"2021-05-04-05",44,47,36,7.10325
"2021-05-04-06",44,46.5,35.16675,7.01175
"2021-05-04-07",44,46,35,7.02675
"2021-05-04-08",44,46,34.91675,7.10925
"2021-05-04-09",44,46,34.41675,7.125
"2021-05-04-10",46.08325,46.58325,35,7.21025
"2021-05-04-11",47,47.91675,35.91675,7.38425
"2021-05-04-12",47.58325,48.83325,35.66675,7.4035
"2021-05-04-13",47,49,35.75,7.57925
"2021-05-04-14",46.25,49.16675,35.75,7.63575
"2021-05-04-15",46,49.08325,35,7.6425
"2021-05-04-16",45.83325,49,35,7.66525
"2021-05-04-17",44,49,35,7.6815
"2021-05-04-18",44,49,35,7.69325
"2021-05-04-19",43.66675,48.83325,35,7.7475
"2021-05-04-20",43,48,35,7.751
"2021-05-04-21",43,48,35.5,7.8575
"2021-05-04-22",43,48,36,7.9435
"2021-05-04-23",43,48,36,7.91
"2021-05-05-00",43.58325,48,36.41675,7.98925
"2021-05-05-01",44,48,37,8.06675
"2021-05-05-02",44,48,37,8.04
"2021-05-05-03",44,48,36.91675,7.98
"2021-05-05-04",44,48,37,7.94825
"2021-05-05-05",44,48,37,7.93775
"2021-05-05-06",44,48,37,7.9235
"2021-05-05-07",44,48,37,7.90325
"2021-05-05-08",44.83325,48.58325,37.5,8.116
"2021-05-05-09",46.58325,50,38,8.34075
"2021-05-05-10",46.91675,50,38,8.325
"2021-05-05-11",47,51,38.6665,8.48
"2021-05-05-12",47,50.58325,38,8.27075
"2021-05-05-13",47,50,38,8.22675
"2021-05-05-14",46.25,50,37.58325,8.15925
"2021-05-05-15",46,50,37,8.0465
"2021-05-05-16",46,50,37,8.07
"2021-05-05-17",46,50,37,8.12175
"2021-05-05-18",46,50,37,8.13
"2021-05-05-19",46,50,37,8.1065
"2021-05-05-20",46,50,37,8.03575
"2021-05-05-21",46,50,37,7.98975
"2021-05-05-22",45.16675,49.75,37,7.9535
"2021-05-05-23",44,49,37,7.91675
"2021-05-06-00",44,49,37,7.875
"2021-05-06-01",44,49,37,7.84025
"2021-05-06-02",44,48.66675,36.33325,7.68675
"2021-05-06-03",44,48,36,7.61675
"2021-05-06-04",43.16675,48,36,7.59675
"2021-05-06-05",43,48,35.75,7.51
"2021-05-06-06",43,48,35,7.321
"2021-05-06-07",43,48,35,7.29075
"2021-05-06-08",43.33325,48,35,7.29925
"2021-05-06-09",44,48.66675,35,7.39
"2021-05-06-10",44.5,49,35.16675,7.40675
"2021-05-06-11",46,49.91675,36,7.46325
"2021-05-06-12",46,50,36,7.5625
"2021-05-06-13",46,50,35.08325,7.52075
"2021-05-06-14",47.08325,51.3335,36.41675,7.8285
"2021-05-06-15",48,53,37,7.88575
"2021-05-06-16",48,53,37,7.89475
"2021-05-06-17",47.16675,53,37,7.879
"2021-05-06-18",47,52.16675,37,7.78325
"2021-05-06-19",47,51,37,7.7615
"2021-05-06-20",47,51,37,7.745
"2021-05-06-21",47,51,36.4165,7.62575
"2021-05-06-22",47,51,36.66675,7.65425
"2021-05-06-23",47,51,36.33325,7.575
"2021-05-07-00",47,52.66675,37,7.7
"2021-05-07-01",47,53,37,7.6965
"2021-05-07-02",47,53,37,7.71675
"2021-05-07-03",47,53,37,7.72425
"2021-05-07-04",47,53,37,7.7135
"2021-05-07-05",47,53,37,7.72925
"2021-05-07-06",47,53,37,7.7575
"2021-05-07-07",47,53,37,7.75725
"2021-05-07-08",47.33325,53,37.08325,7.79825
"2021-05-07-09",48,53.91675,37.75,7.91425
"2021-05-07-10",52.16675,57.75,41.1665,8.76175
"2021-05-07-11",51.16675,57,40,8.71075
"2021-05-07-12",50.75,56.41675,39.41675,8.6535
"2021-05-07-13",50.41675,56,39.08325,8.60425
"2021-05-07-14",50.58325,56.58325,40,8.79825
"2021-05-07-15",50,56.25,40,8.7735
"2021-05-07-16",49.08325,55.16675,39.08325,8.5675
"2021-05-07-17",48.33325,55,39,8.595
"2021-05-07-18",48,55,39,8.62575
"2021-05-07-19",48,54.58325,39,8.63
"2021-05-07-20",47,54,39,8.61175
"2021-05-07-21",47,54,39,8.591
"2021-05-07-22",47,53.41675,39,8.57
"2021-05-07-23",46.91675,53,39,8.56575
"2021-05-08-00",46,53,39,8.53675
"2021-05-08-01",46,51,38.08325,8.2675
"2021-05-08-02",46,51,38,8.185
"2021-05-08-03",46,51,38,8.1515
"2021-05-08-04",46,50.25,37.58325,7.99175
"2021-05-08-05",44.66675,50,37,7.8165
"2021-05-08-06",44,50,37,7.81
"2021-05-08-07",44,50,36.16675,7.66175
"2021-05-08-08",45.16675,50,36,7.62675
"2021-05-08-09",46,50,36,7.64
"2021-05-08-10",46,50,36,7.68325
"2021-05-08-11",46,50.16675,36,7.75325
"2021-05-08-12",46,51,36,7.82475
"2021-05-08-13",46.75,51,36.3335,7.956
"2021-05-08-14",47,52.66675,37,8.15425
"2021-05-08-15",47,53,37,8.2325
"2021-05-08-16",46.08325,53,37,8.38525
"2021-05-08-17",46,53.58325,37.75,8.67075
"2021-05-08-18",46.58325,54,38,8.805
"2021-05-08-19",47,54,38.5,8.94
"2021-05-08-20",47.33325,54,39.66675,9.1225
"2021-05-08-21",48,54,40,9.14
"2021-05-08-22",48,54,40.16675,9.149
"2021-05-08-23",48,53.91675,41,9.28675
"2021-05-09-00",48,53,41,9.25
"2021-05-09-01",48,53,41,9.185
"2021-05-09-02",47.33325,52.66675,40.33325,8.98
"2021-05-09-03",47,51,40,8.84425
"2021-05-09-04",47,51,40,8.79825
"2021-05-09-05",47,51,40,8.7815
"2021-05-09-06",47,51,39.91675,8.68425
"2021-05-09-07",47,50.41675,39,8.42825
"2021-05-09-08",47,50,39,8.42425
"2021-05-09-09",47,50,39,8.42
"2021-05-09-10",47,50.25,39,8.41575
"2021-05-09-11",47,50,38,8.32925
"2021-05-09-12",46.25,50,37.16675,8.23425
"2021-05-09-13",46,49.91675,37,8.40175
"2021-05-09-14",46,49,36.83325,8.4485
"2021-05-09-15",46,49,37,8.53325
"2021-05-09-16",46,49,36.91675,8.585
"2021-05-09-17",46,49,37.25,8.66575
"2021-05-09-18",46,49,37.41675,8.779
"2021-05-09-19",46,48.33325,37,8.75
"2021-05-09-20",44.5,48,35.75,8.40675
"2021-05-09-21",44,48,35.41675,8.33225
"2021-05-09-22",43.58325,48,35.58325,8.3725
"2021-05-09-23",43,47.5835,35.16675,8.29575
"2021-05-10-00",43,46.83325,34.83325,8.23175
"2021-05-10-01",43,46.91675,35.41675,8.33225
"2021-05-10-02",43,43.5,36.91675,8.63425
"2021-05-10-03",43,47,37,8.65
"2021-05-10-04",43,47,37,8.62925
"2021-05-10-05",43.25,47,37,8.60425
"2021-05-10-06",44,47,37.25,8.65325
"2021-05-10-07",44,47,38,8.79275
"2021-05-10-08",45.58325,47.58325,38.83325,9.01575
"2021-05-10-09",47.91675,48.83325,40.25,9.2765
"2021-05-10-10",49.66675,49.66675,41.25,9.41925
"2021-05-10-11",50.6665,51.5,42.75,9.83
"2021-05-10-12",50,51,42,9.58575
"2021-05-10-13",50,51,42,9.4925
"2021-05-10-14",50,51.33325,42,9.51
"2021-05-10-15",50.75,53,42.83325,9.661
"2021-05-10-16",51,53,43,9.62075
"2021-05-10-17",51,53,42.33325,9.34475
"2021-05-10-18",51,53,42,9.22
"2021-05-10-19",50.1665,53,42,9.14075
"2021-05-10-20",50,52.1665,41,8.87075
"2021-05-10-21",50,51.16675,41,8.82925
"2021-05-10-22",50,51,41,8.7375
"2021-05-10-23",50,51,41,8.66825
"2021-05-11-00",49.83325,51,41,8.6115
"2021-05-11-01",49,51,40.08325,8.40075
"2021-05-11-02",49,51,40,8.3905
"2021-05-11-03",49,50.08325,39.25,8.289
"2021-05-11-04",49,50,39,8.195
"2021-05-11-05",49,50,39,8.1525
"2021-05-11-06",48.33325,50,38.25,7.96075
"2021-05-11-07",48,50,38,7.88
"2021-05-11-08",48.5,50,38.75,8.1065
"2021-05-11-09",49,50.83325,39,8.30025
"2021-05-11-10",49,51.5,39,8.30075
"2021-05-11-11",49,53,39,8.344
"2021-05-11-12",50,53,39,8.429
"2021-05-11-13",49.91675,53.66675,39.08325,8.50075
"2021-05-11-14",50.58325,54.66675,40,8.7275
"2021-05-11-15",51,55,40,8.765
"2021-05-11-16",49.9165,54.25,39.25,8.55425
"2021-05-11-17",50,54,39,8.51575
"2021-05-11-18",49,54,39,8.50325
"2021-05-11-19",49,53.08325,39,8.4865
"2021-05-11-20",49,53,39,8.43675
"2021-05-11-21",49,53,39,8.4035
"2021-05-11-22",48.75,53,39,8.38675
"2021-05-11-23",48,53,39,8.35675
"2021-05-12-00",48,53,39,8.3365
"2021-05-12-01",48,53,39,8.34
"2021-05-12-02",48,53,38.83325,8.29325
"2021-05-12-03",48,53,38,8.10425
"2021-05-12-04",48,51,38,8.05725
"2021-05-12-05",48,51,38,8.045
"2021-05-12-06",47.16675,51,37.83325,7.9615
"2021-05-12-07",47.08325,51,37.16675,7.8075
"2021-05-12-08",48,52.83325,38,8.02525
"2021-05-12-09",48.75,53.58325,38.33325,8.12
"2021-05-12-10",49,54,38.58325,8.03975
"2021-05-12-11",49,54,38,8.0575
"2021-05-12-12",49.0835,54,38.5,7.961
"2021-05-12-13",50,54,39,7.92575
"2021-05-12-14",50,54,39,7.92325
"2021-05-12-15",50,54,39,7.976
"2021-05-12-16",49.91675,54,39,8.045
"2021-05-12-17",49,54,39,8.0375
"2021-05-12-18",49,53.58325,39.5,8.12425
"2021-05-12-19",49,53,39.91675,8.21
"2021-05-12-20",49,53,40,8.16825
"2021-05-12-21",48.58325,53,40,8.10325
"2021-05-12-22",48,52.66675,40,8.08325
"2021-05-12-23",48,51,40,8.02
"2021-05-13-00",48,51,40,7.97825
"2021-05-13-01",48,51,40,7.94
"2021-05-13-02",48,50.08325,39.83325,7.85925
"2021-05-13-03",48,50,39,7.6665
"2021-05-13-04",48,50,39,7.64325
"2021-05-13-05",48,49.83325,39,7.64
"2021-05-13-06",47.16675,49,38.25,7.49
"2021-05-13-07",47,48.5,38,7.44
"2021-05-13-08",47,48,38,7.44
"2021-05-13-09",47.66675,48,38,7.44
"2021-05-13-10",48,48.75,38,7.44
"2021-05-13-11",48,49,38,7.44
"2021-05-13-12",48,49,38,7.4565
"2021-05-13-13",48.66675,49,38,7.4775
"2021-05-13-14",49,49,38,7.5
"2021-05-13-15",48.16675,49.08325,38,7.54675
"2021-05-13-16",48,50,38,7.60925
"2021-05-13-17",48,50,38,7.725
"2021-05-13-18",48,50,38.33325,7.81675
"2021-05-13-19",48,50.66675,39,7.96325
"2021-05-13-20",48,51,39.5,7.97325
"2021-05-13-21",48,51,40,7.9835
"2021-05-13-22",48,50.5,40,7.90825
"2021-05-13-23",48,50,40,7.87925
"2021-05-14-00",48,50,40,7.85325
"2021-05-14-01",48,50,40,7.84
"2021-05-14-02",48,49.66675,39.66675,7.77
"2021-05-14-03",48,49,39,7.5875
"2021-05-14-04",48,49,39,7.54675
"2021-05-14-05",47.83325,49,39,7.51
"2021-05-14-06",48,49,39,7.4965
"2021-05-14-07",48,49,38.5,7.4065
"2021-05-14-08",48,49,38,7.30325
"2021-05-14-09",48,49,38,7.319
"2021-05-14-10",48.08325,49,38,7.3465
"2021-05-14-11",49,49,38,7.35
"2021-05-14-12",49,49,38,7.35325
"2021-05-14-13",49,49,38,7.3735
"2021-05-14-14",49,49,38.91675,7.58325
"2021-05-14-15",50,49.41675,39,7.6265
"2021-05-14-16",50,50,39,7.64
"2021-05-14-17",49.25,50,39,7.63
"2021-05-14-18",49,50,39,7.66
"2021-05-14-19",49.58325,50.66675,39.25,7.71675
"2021-05-14-20",49.58325,51,40,7.83175
"2021-05-14-21",49,50.33325,40,7.78325
"2021-05-14-22",49,50,40,7.7335
"2021-05-14-23",49,50,39.58325,7.62075
"2021-05-15-00",48.16675,50,39,7.48675
"2021-05-15-01",48,49.83325,39,7.45225
"2021-05-15-02",48,49,39,7.42
"2021-05-15-03",48,49,39,7.40675
"2021-05-15-04",48,49,38.08325,7.23925
"2021-05-15-05",48,48.5,38,7.24325
"2021-05-15-06",48,48,38,7.272
"2021-05-15-07",48,48,37.75,7.26575
"2021-05-15-08",48.41675,48,37,7.18
"2021-05-15-09",49,48,37,7.22325
"2021-05-15-10",49,48,37,7.22
"2021-05-15-11",49,48,37,7.25
"2021-05-15-12",49.08325,48,37.91675,7.42425
"2021-05-15-13",49.5,48,38,7.44425
"2021-05-15-14",50,48.58325,38,7.4525
"2021-05-15-15",50,49,38,7.457
"2021-05-15-16",50,49,38,7.44425
"2021-05-15-17",50,49,38.08325,7.45675
"2021-05-15-18",50,49,38.91675,7.6265
"2021-05-15-19",50,49,39,7.64325
"2021-05-15-20",50,49,39,7.64325
"2021-05-15-21",50,49,39,7.64
"2021-05-15-22",50,49,39,7.64325
"2021-05-15-23",50,49,39,7.64
"2021-05-16-00",50,49,39,7.64
"2021-05-16-01",50,49,39,7.64
"2021-05-16-02",50,49,39,7.64
"2021-05-16-03",50,49,39,7.64
"2021-05-16-04",50,49,39,7.64325
"2021-05-16-05",50,49,39,7.6465
"2021-05-16-06",50,49,39,7.64
"2021-05-16-07",50,49,39,7.65325
"2021-05-16-08",50,49,39,7.64975
"2021-05-16-09",50.8335,49,39,7.6565
"2021-05-16-10",51,49,39,7.6775
"2021-05-16-11",51,49.41675,39,7.73975
"2021-05-16-12",51,50,39,7.7175
"2021-05-16-13",51,50,39.16675,7.78
"2021-05-16-14",51,50,40,7.97
"2021-05-16-15",51,50.16675,40,7.97425
"2021-05-16-16",51,51,40,7.949
"2021-05-16-17",51,51,40,7.88825
"2021-05-16-18",50.83325,51,40,7.86325
"2021-05-16-19",50,50.25,40,7.84
"2021-05-16-20",50,50.66675,40,7.85
"2021-05-16-21",50,50,40,7.84
"2021-05-16-22",50,50,40,7.84
"2021-05-16-23",49.75,50,40,7.84
"2021-05-17-00",49,49.33325,39.4165,7.716
"2021-05-17-01",48.66675,49,39,7.6165
"2021-05-17-02",48,49,39,7.6065
"2021-05-17-03",48,48.33325,39,7.58325
"2021-05-17-04",48,48,39,7.5915
"2021-05-17-05",48,48,38.16675,7.42675
"2021-05-17-06",48,48,38,7.41
"2021-05-17-07",48,48,38,7.44
"2021-05-17-08",48.66675,48,37.83325,7.5475
"2021-05-17-09",48.75,49,37.16675,7.71575
"2021-05-17-10",48,49,37,7.75
"2021-05-17-11",48,50,37.75,8.015
"2021-05-17-12",48,50,37,8.09075
"2021-05-17-13",47.83325,49.91675,37,8.11825
"2021-05-17-14",44.66675,47.25,35.58325,7.7725
"2021-05-17-15",45.83325,47.5835,35.66675,7.87175
"2021-05-17-16",44.75,47.1665,35.5,7.67075
"2021-05-17-17",41.74975,42.66675,33.08325,7.1915
"2021-05-17-18",42.25,44,33.66675,7.4135
"2021-05-17-19",43.41675,46.25,34.91675,7.65075
"2021-05-17-20",44,47,35.91675,7.794
"2021-05-17-21",44.83325,47.66675,36.91675,7.931
"2021-05-17-22",46,48,37,7.8825
"2021-05-17-23",46,48,37,7.85525
"2021-05-18-00",46,48,37,7.82
"2021-05-18-01",46,48,37,7.78325
"2021-05-18-02",46,48,37,7.779
"2021-05-18-03",46,48,37,7.78925
"2021-05-18-04",46,48,37,7.80025
"2021-05-18-05",46,48,36.08325,7.70425
"2021-05-18-06",46,47.16675,36,7.74775
"2021-05-18-07",46,47,36,7.83175
"2021-05-18-08",46.66675,47.41675,36,7.9225
"2021-05-18-09",47,48.08325,36.08325,7.99825
"2021-05-18-10",47,48,36,8.11425
"2021-05-18-11",47.58325,48.41675,36.33325,8.05925
"2021-05-18-12",48,49.83325,37.33325,8.095
"2021-05-18-13",48,50.16675,38,8.176
"2021-05-18-14",46.75,49.5835,37.1665,7.93475
"2021-05-18-15",46.5,49.25,36.58325,7.93
