"Time","Humidite_Interieur_Sud.mean","Humidite_Interieur_Nord.mean","Humidite_RELATIVE_E4000.mean","Humidite_ABSOLUE_E4000.mean"
"2022-08-04-15",35.75,38.83325,28.6665,9.455
"2022-08-04-16",36.25,37.91675,29.5,10.19425
"2022-08-04-17",37.16675,40,31.16675,10.9
"2022-08-04-18",38,40.75,32,11.23
"2022-08-04-19",39,41,32.91675,11.71425
"2022-08-04-20",40,41.33325,33,11.795
"2022-08-04-21",40,42,33,11.82
"2022-08-04-22",40,42,33.66675,12.04
"2022-08-04-23",40,42,34,12.18
"2022-08-05-00",41,42,34,12.175
"2022-08-05-01",41,42,34.33325,12.24925
"2022-08-05-02",41,42,35,12.46
"2022-08-05-03",41.33325,42,35,12.355
"2022-08-05-04",42,42.66675,35,12.295
"2022-08-05-05",42,43,35,12.1825
"2022-08-05-06",42,43,35,12.1265
"2022-08-05-07",42.25,43,35,12.01175
"2022-08-05-08",43,43,35,11.98575
"2022-08-05-09",43,43,34.66675,11.87
"2022-08-05-10",43,43.5,34,11.6
"2022-08-05-11",43,44,34.1665,11.68975
"2022-08-05-12",43,44,34.16675,11.77075
"2022-08-05-13",43,44,34.08325,11.81425
"2022-08-05-14",43,44,34,11.97175
"2022-08-05-15",43,44,34,12.19825
"2022-08-05-16",42.5,44,35,12.5
"2022-08-05-17",42,44,35,12.60825
"2022-08-05-18",42,44,35,12.6715
"2022-08-05-19",42,44,35.33325,12.79825
"2022-08-05-20",42.66675,44,36,13.02
"2022-08-05-21",43,46,36.25,13.0515
"2022-08-05-22",43,44.16675,36.16675,12.865
"2022-08-05-23",43,44,36,12.75
"2022-08-06-00",43,44,36,12.60075
"2022-08-06-01",43,44,36,12.51925
"2022-08-06-02",43,44,36,12.385
"2022-08-06-03",43.58325,44.5,36,12.2925
"2022-08-06-04",44,46,35.83325,12.1225
"2022-08-06-05",44,46,35.08325,11.75325
"2022-08-06-06",44,46,35,11.595
"2022-08-06-07",44,46,35,11.47
"2022-08-06-08",44,46,35,11.395
"2022-08-06-09",44.33325,46,35,11.32
"2022-08-06-10",46,46,35,11.32
"2022-08-06-11",45.3335,46.83325,35,11.32
"2022-08-06-12",45.83325,47,35,11.32
"2022-08-06-13",46,47,35,11.34
"2022-08-06-14",46,47,35,11.41
"2022-08-06-15",45.16675,47,35,11.495
"2022-08-06-16",44,47.33325,35,11.61575
"2022-08-06-17",44,48,35.58325,11.96325
"2022-08-06-18",44,48,36,12.24425
"2022-08-06-19",44,48,36,12.30325
"2022-08-06-20",43.83325,48,36,12.34425
"2022-08-06-21",43,47.16675,36,12.3325
"2022-08-06-22",43,47,36,12.34425
"2022-08-06-23",43,47,36.75,12.5925
"2022-08-07-00",43,47,37,12.62
"2022-08-07-01",43,47,37,12.605
"2022-08-07-02",43,46.08325,36.91675,12.52
"2022-08-07-03",43.08325,46,36.24975,12.17075
"2022-08-07-04",43.83325,46,36,11.96825
"2022-08-07-05",44,46,36,11.855
"2022-08-07-06",44,46,36,11.7775
"2022-08-07-07",44,46,36,11.675
"2022-08-07-08",44,46.58325,36,11.645
"2022-08-07-09",46,47,36,11.62
"2022-08-07-10",46,47,36,11.57
"2022-08-07-11",46,47,36,11.585
"2022-08-07-12",46,47,36,11.63
"2022-08-07-13",46,47.58325,36,11.645
"2022-08-07-14",46,48,36,11.72325
"2022-08-07-15",46,48,36,11.805
"2022-08-07-16",46,48,36,11.94575
"2022-08-07-17",44.16675,48,36,12.07825
"2022-08-07-18",44,48,36,12.1375
"2022-08-07-19",44,48,36,12.28
"2022-08-07-20",43.33325,48,36.58325,12.47825
"2022-08-07-21",43,48,37,12.62
"2022-08-07-22",43,48,37,12.62575
"2022-08-07-23",43,47,37,12.57
"2022-08-08-00",43,47,37,12.55175
"2022-08-08-01",43,47,37,12.4265
"2022-08-08-02",43,47,37,12.365
"2022-08-08-03",43,47,37,12.2775
"2022-08-08-04",43,47,36.83325,12.0885
"2022-08-08-05",44,47,36,11.69075
"2022-08-08-06",44,47,36,11.64
"2022-08-08-07",44,47,36,11.59
"2022-08-08-08",44,47,36,11.565
"2022-08-08-09",44.16675,47,36,11.5025
"2022-08-08-10",45.66675,47,36,11.4
"2022-08-08-11",45.83325,47,36,11.44
"2022-08-08-12",45.5,47,36,11.50175
"2022-08-08-13",46,47.75,36,11.605
"2022-08-08-14",46,48,36,11.665
"2022-08-08-15",44.16675,48,36,11.75075
"2022-08-08-16",44,48,36,11.915
"2022-08-08-17",44,48,36,12.12
"2022-08-08-18",44,48,36,12.25
"2022-08-08-19",43.08325,48,36,12.35925
"2022-08-08-20",43,48,36,12.355
"2022-08-08-21",43,48,36.75,12.6675
"2022-08-08-22",42.6665,47.41675,37,12.76575
"2022-08-08-23",42.83325,47,36.83325,12.74825
"2022-08-09-00",42,47,36.66675,12.60275
"2022-08-09-01",42,46.25,36.41675,12.456
"2022-08-09-02",42.5,46,37,12.50175
"2022-08-09-03",43,46,36,12.08425
"2022-08-09-04",43,46,36,11.98325
"2022-08-09-05",43,46,36,11.83
"2022-08-09-06",43,46,36,11.7025
"2022-08-09-07",43,46,36,11.64
"2022-08-09-08",43.08325,46,35.08325,11.32
"2022-08-09-09",44,46,35,11.29
"2022-08-09-10",44,46,35,11.23
"2022-08-09-11",44,46.16675,35,11.265
"2022-08-09-12",44,47,35,11.31
"2022-08-09-13",44,47,35,11.36
"2022-08-09-14",44,47,35,11.485
"2022-08-09-15",44,47,35,11.61575
"2022-08-09-16",43.5,47,35,11.80325
"2022-08-09-17",43,47,35,11.98075
"2022-08-09-18",43,47,35,12.11675
"2022-08-09-19",42.58325,47,35.25,12.3375
"2022-08-09-20",42,47,36,12.58075
"2022-08-09-21",42,47,36,12.66825
"2022-08-09-22",42,47,36,12.715
"2022-08-09-23",42,47,36,12.70325
"2022-08-10-00",42,46.08325,36,12.65075
"2022-08-10-01",42,46,36,12.61775
"2022-08-10-02",42,46,36,12.4275
"2022-08-10-03",42,46,36,12.32575
"2022-08-10-04",42,44.33325,36,12.27
"2022-08-10-05",42,44,36,12.14175
"2022-08-10-06",42.75,44,36,12
"2022-08-10-07",43,44,35,11.60075
"2022-08-10-08",43,44,35,11.595
"2022-08-10-09",43,44,35,11.52
"2022-08-10-10",42.5,44.83325,34.33325,11.19075
"2022-08-10-11",42.33325,43.83325,33.75,11.035
"2022-08-10-12",43,44.5,34,11.19
"2022-08-10-13",43,46,34,11.29
"2022-08-10-14",43,46,34.33325,11.52825
"2022-08-10-15",43,46,35,11.8925
"2022-08-10-16",43,46,34.91675,11.991
"2022-08-10-17",43,46,35,12.235
"2022-08-10-18",42,46,35,12.3825
"2022-08-10-19",42,46.16675,35,12.57
"2022-08-10-20",42,47,35,12.58
"2022-08-10-21",42,46.5,36,12.99075
"2022-08-10-22",41.16675,46,36,13.0315
"2022-08-10-23",41,46,36,13.02575
"2022-08-11-00",41,45.16675,35.91675,12.9135
"2022-08-11-01",41,44,36,12.8225
"2022-08-11-02",41,44,35.91675,12.66825
"2022-08-11-03",41,44,35.16675,12.32
"2022-08-11-04",41.08325,44,35,12.13825
"2022-08-11-05",41.91675,44,35,11.98075
"2022-08-11-06",42,44,35,11.93
"2022-08-11-07",42,44,35,11.82175
"2022-08-11-08",42,44,34.41675,11.59425
"2022-08-11-09",42.75,44,34,11.365
"2022-08-11-10",43,44,34,11.34
"2022-08-11-11",43,44,34,11.33
"2022-08-11-12",43,45.33325,34,11.40075
"2022-08-11-13",43,46,34,11.53
"2022-08-11-14",43,46,34,11.62
"2022-08-11-15",42.41675,46,34,11.76425
"2022-08-11-16",42.5,46,34,11.93
"2022-08-11-17",42,46,34,12.1725
"2022-08-11-18",41.83325,45,34,12.33575
"2022-08-11-19",41,45.66675,34,12.49175
"2022-08-11-20",41,46,34.5,12.6925
"2022-08-11-21",41,46,35,12.94175
"2022-08-11-22",41,46,35,13
"2022-08-11-23",40.5,44.16675,35,12.97075
"2022-08-12-00",40,44,35,12.91825
"2022-08-12-01",40.08325,43.58325,35,12.81075
"2022-08-12-02",40,43,35,12.625
"2022-08-12-03",40.66675,43,35,12.51075
"2022-08-12-04",41,43,35,12.40325
"2022-08-12-05",41,43,34.08325,11.93675
"2022-08-12-06",41,43,34,11.7775
"2022-08-12-07",41,43,34,11.70575
"2022-08-12-08",41.83325,43,34,11.665
"2022-08-12-09",42,43,34,11.605
"2022-08-12-10",42,43,33.75,11.405
"2022-08-12-11",42,43.83325,33.16675,11.28825
"2022-08-12-12",42,44,33.91675,11.57175
"2022-08-12-13",42.08325,44,34,11.685
"2022-08-12-14",42,44,33.5,11.65
"2022-08-12-15",42,44,32.91675,11.55075
"2022-08-12-16",41.83325,43,32,11.41
"2022-08-12-17",41,43,32.16675,11.67925
"2022-08-12-18",40.66675,43,32.4165,11.86075
"2022-08-12-19",40,43,32.75,12.15075
"2022-08-12-20",40,43,33,12.15925
"2022-08-12-21",38.16675,43,33,12.19
"2022-08-12-22",38,43,33,12.16
"2022-08-12-23",38,42.91675,33,12.095
"2022-08-13-00",38,42,33,12.015
"2022-08-13-01",38,42,33,11.89325
"2022-08-13-02",38,41.91675,33,11.785
"2022-08-13-03",38,41,33,11.6175
"2022-08-13-04",38,41,32.25,11.26175
"2022-08-13-05",38.16675,41,32,11.005
"2022-08-13-06",40,41,32,10.94075
"2022-08-13-07",40,41,32,10.845
"2022-08-13-08",40,41.25,32,10.77575
"2022-08-13-09",40.08325,42,31.25,10.46325
"2022-08-13-10",40.91675,42,31,10.3125
"2022-08-13-11",41,42,31,10.295
"2022-08-13-12",41,42.33325,31.66675,10.57175
"2022-08-13-13",41,43,32,10.75575
"2022-08-13-14",41,43,32,10.845
"2022-08-13-15",41,42.83325,31.25,10.6775
"2022-08-13-16",40,42,31,10.695
"2022-08-13-17",40,42,31,10.87075
"2022-08-13-18",38.16675,42,31,10.97
"2022-08-13-19",38,42,31.33325,11.1975
"2022-08-13-20",38,42.16675,32,11.45
"2022-08-13-21",37.58325,42.25,32,11.45
"2022-08-13-22",37,42,32,11.455
"2022-08-13-23",37,42,32,11.375
"2022-08-14-00",37,41.75,32,11.31
"2022-08-14-01",37,41,32,11.235
"2022-08-14-02",37,41,32,11.165
"2022-08-14-03",37.08325,41,32,11.03
"2022-08-14-04",38,41,32,10.92825
"2022-08-14-05",38,41,32,10.85
"2022-08-14-06",38,41,31.08325,10.455
"2022-08-14-07",38,41,31,10.34825
"2022-08-14-08",38.5,41,31,10.23325
"2022-08-14-09",40.33325,41.33325,31.5,10.285
"2022-08-14-10",41,42,32,10.34925
"2022-08-14-11",41,42,32,10.22325
"2022-08-14-12",41.83325,42.16675,32,10.04075
"2022-08-14-13",42,43,32,9.94575
"2022-08-14-14",42.58325,43,32.5,10.014
"2022-08-14-15",43,43.58325,33,10.13075
"2022-08-14-16",43,44,33,10.11
"2022-08-14-17",43.58325,44,33,10.02575
"2022-08-14-18",44,45.66675,33,10.025
"2022-08-14-19",44,46,34,10.30675
"2022-08-14-20",44,46,34,10.22
"2022-08-14-21",44,46,34,10.12925
"2022-08-14-22",44,46,34,10.05
"2022-08-14-23",44,46.66675,34,9.9675
"2022-08-15-00",45.83325,47,34,9.88
"2022-08-15-01",46,47,34.1665,9.879
"2022-08-15-02",46,47,34.6665,9.93
"2022-08-15-03",46,47,35,9.90575
"2022-08-15-04",46,47,35,9.801
"2022-08-15-05",46,47,35,9.6625
"2022-08-15-06",46,47,35,9.59325
"2022-08-15-07",46.75,47,35,9.50575
"2022-08-15-08",47,47,35,9.45325
"2022-08-15-09",47,47,35,9.39675
"2022-08-15-10",47,47,35,9.3165
"2022-08-15-11",47,47,34.75,9.27825
"2022-08-15-12",47,47.1665,35,9.34175
"2022-08-15-13",46.83325,47.41675,35,9.3625
"2022-08-15-14",46.08325,48,35,9.455
"2022-08-15-15",46,48,35,9.48925
"2022-08-15-16",46,48,35,9.5435
"2022-08-15-17",46,48,35,9.61
"2022-08-15-18",44.5,48,35,9.65
"2022-08-15-19",44,48,35.75,9.93425
"2022-08-15-20",44,48,36,10.00425
"2022-08-15-21",44,48,36,10
"2022-08-15-22",44,48,36,10
"2022-08-15-23",44,48,36.58325,10.15825
"2022-08-16-00",44,47.5,37,10.205
"2022-08-16-01",44,47,37,10.165
"2022-08-16-02",44,47,37,10.12675
"2022-08-16-03",45.83325,47,37,10.05675
"2022-08-16-04",46,47,37,9.97
"2022-08-16-05",46,47,37,9.90675
"2022-08-16-06",46,47,37,9.81425
"2022-08-16-07",46,47,36.41675,9.579
"2022-08-16-08",46,47,36,9.431
"2022-08-16-09",46,47.08325,36,9.385
"2022-08-16-10",46,47.83325,36,9.35575
"2022-08-16-11",46,48,36,9.3765
"2022-08-16-12",46,48,36,9.435
"2022-08-16-13",46,48,36,9.57575
"2022-08-16-14",45.83325,48,36,9.705
"2022-08-16-15",44,48,36,9.81925
"2022-08-16-16",44,48,36,9.89
"2022-08-16-17",44,48,36,10.00325
"2022-08-16-18",43.41675,48,36.33325,10.17325
"2022-08-16-19",43,48,37,10.445
"2022-08-16-20",43,48,37,10.49675
"2022-08-16-21",43,48,37,10.525
"2022-08-16-22",43,48,37,10.575
"2022-08-16-23",43,47.33325,37,10.615
"2022-08-17-00",43,47,37.33325,10.69175
"2022-08-17-01",43,47,38,10.85
"2022-08-17-02",43.83325,47,38,10.82
"2022-08-17-03",44,47,38,10.79
"2022-08-17-04",44,47,38,10.72
"2022-08-17-05",45.83325,47.25,38,10.695
"2022-08-17-06",46,48,38,10.615
"2022-08-17-07",46,48,38,10.5425
"2022-08-17-08",46,48,38,10.52925
"2022-08-17-09",46.16675,48,38,10.50425
"2022-08-17-10",46,48,38,10.51675
"2022-08-17-11",46,48,38,10.55
"2022-08-17-12",46,48,38,10.635
"2022-08-17-13",46,48,38,10.725
"2022-08-17-14",46,48,37.8335,10.7415
"2022-08-17-15",46,48,38,10.84
"2022-08-17-16",46,48,38,10.85
"2022-08-17-17",46,48,38,10.89
"2022-08-17-18",44.16675,48,38,10.9
"2022-08-17-19",45.5,48,38,10.85
"2022-08-17-20",46,48,38,10.82
"2022-08-17-21",46,48,38,10.77
"2022-08-17-22",46.16675,48,38,10.705
"2022-08-17-23",47,48,38,10.625
"2022-08-18-00",47,48,38,10.54575
"2022-08-18-01",47,48,38,10.46
"2022-08-18-02",47,48,38,10.405
"2022-08-18-03",47.25,48,38,10.3125
"2022-08-18-04",48,48,38,10.21
"2022-08-18-05",47.91675,48,38,10.12325
"2022-08-18-06",48,48,38,10.015
"2022-08-18-07",48,48,37.41675,9.7665
"2022-08-18-08",48,48,37,9.575
"2022-08-18-09",48,48,37,9.54325
"2022-08-18-10",48.08325,48.25,37,9.51
"2022-08-18-11",48,49,37,9.48075
"2022-08-18-12",48,49,37,9.46425
"2022-08-18-13",48,49,37,9.4515
"2022-08-18-14",48,49,37,9.44325
"2022-08-18-15",48,49,37,9.46
"2022-08-18-16",48,49,37,9.50575
"2022-08-18-17",48,49,37,9.50575
"2022-08-18-18",48,49,37,9.51
"2022-08-18-19",48,49,37,9.51
"2022-08-18-20",48,49,37.66675,9.65325
"2022-08-18-21",48,49,38,9.71
"2022-08-18-22",48,49,38,9.6725
"2022-08-18-23",48,49,38,9.64325
"2022-08-19-00",48.08325,49,38,9.59425
"2022-08-19-01",48.66675,49,38,9.53325
"2022-08-19-02",48.91675,49,38,9.47075
"2022-08-19-03",49,49,38,9.42
"2022-08-19-04",49,49,38,9.3525
"2022-08-19-05",49,49,38,9.315
"2022-08-19-06",49,49,38,9.24425
"2022-08-19-07",49,49,38,9.18575
"2022-08-19-08",49,49,38,9.13
"2022-08-19-09",49,49,38,9.085
"2022-08-19-10",49,50,38,9.0425
"2022-08-19-11",49,50,38,9.0465
"2022-08-19-12",49,50,38,9.03425
"2022-08-19-13",49,50,38,9.085
"2022-08-19-14",49,50,38,9.14325
"2022-08-19-15",49,50,38.41675,9.235
"2022-08-19-16",49,50,39,9.375
"2022-08-19-17",49,50,39,9.37
"2022-08-19-18",49,50,39,9.38425
"2022-08-19-19",48,50,39,9.401
"2022-08-19-20",48,50,39,9.38
"2022-08-19-21",48,50,39,9.38
"2022-08-19-22",48.41675,50,39,9.35
"2022-08-19-23",49,50,39,9.32
"2022-08-20-00",49,50,39,9.27
"2022-08-20-01",49,50,39,9.2365
"2022-08-20-02",49,50,39,9.195
"2022-08-20-03",49,50,39,9.1325
"2022-08-20-04",49,50,39,9.12
"2022-08-20-05",49,50,39,9.07425
"2022-08-20-06",49,50,39,9.05
"2022-08-20-07",49,50,39,8.9975
"2022-08-20-08",49,50,39,8.96
"2022-08-20-09",49,50,39,8.91825
"2022-08-20-10",49,50,39,8.935
"2022-08-20-11",49,50,39,8.93925
"2022-08-20-12",49,50,38.25,8.825
"2022-08-20-13",49,50,38.58325,8.98175
"2022-08-20-14",49,50.5,39,9.14075
"2022-08-20-15",49,51,39,9.2325
"2022-08-20-16",48.5,51,39,9.3
"2022-08-20-17",48,51,39,9.43
"2022-08-20-18",47.91675,51,39,9.59
"2022-08-20-19",47,51,39.5,9.76575
"2022-08-20-20",47,51,40,9.885
"2022-08-20-21",47,51,40,9.9325
"2022-08-20-22",47,51,40,9.995
"2022-08-20-23",47,50.91675,40,10.015
"2022-08-21-00",47.3335,50.25,40.16675,10.02675
"2022-08-21-01",48,50,40.25,10.0325
"2022-08-21-02",48,50,40.91675,10.1125
"2022-08-21-03",48,50,41,10.095
"2022-08-21-04",48,50,41,10.035
"2022-08-21-05",48,50,41,9.97175
"2022-08-21-06",48.58325,50,41,9.88925
"2022-08-21-07",49,50,40.83325,9.79
"2022-08-21-08",49,50,40,9.56575
"2022-08-21-09",49,50,40,9.54325
"2022-08-21-10",49,50,40,9.535
"2022-08-21-11",49,50,40,9.61425
"2022-08-21-12",49,50.5,40,9.69925
"2022-08-21-13",48.25,51,39.91675,9.8075
"2022-08-21-14",48,51,40,9.96325
"2022-08-21-15",48,51,40,10.08075
"2022-08-21-16",48,51,40,10.21325
"2022-08-21-17",47.41675,51,40,10.34925
"2022-08-21-18",47,51,40,10.385
"2022-08-21-19",47,51,40,10.4375
"2022-08-21-20",46.33325,51,40,10.45
"2022-08-21-21",46,50.16675,40,10.45
"2022-08-21-22",46,50,40,10.455
"2022-08-21-23",46.5,50,40,10.40825
"2022-08-22-00",47,50,40.33325,10.45675
"2022-08-22-01",47,50,40.58325,10.48675
"2022-08-22-02",47,50,40.33325,10.35925
"2022-08-22-03",47,50,40,10.22
"2022-08-22-04",47,50,40,10.13
"2022-08-22-05",47.16675,50,40,10.02825
"2022-08-22-06",48,50,40,9.96075
"2022-08-22-07",48,50,40,9.89
"2022-08-22-08",48,50,39.58325,9.755
"2022-08-22-09",48,50,39,9.59
"2022-08-22-10",48,50,39,9.565
"2022-08-22-11",48,50,39,9.6025
"2022-08-22-12",48,50,39,9.675
"2022-08-22-13",48,50,38.41675,9.64
"2022-08-22-14",47.16675,50,38,9.67325
"2022-08-22-15",47,50,38.75,9.99
"2022-08-22-16",47,50,38.33325,10.01075
"2022-08-22-17",46.33325,50,38.66675,10.27075
"2022-08-22-18",46,50.66675,38.75,10.4675
"2022-08-22-19",46,50.66675,39,10.595
"2022-08-22-20",44.33325,50,39,10.6085
"2022-08-22-21",44,50,39,10.63
"2022-08-22-22",44,50,39,10.665
"2022-08-22-23",44.33325,50,39.25,10.745
"2022-08-23-00",46,50,40,10.91
"2022-08-23-01",46,50,40,10.875
"2022-08-23-02",46,49.66675,40,10.75
"2022-08-23-03",46,49,40,10.665
"2022-08-23-04",46.75,49,40,10.56
"2022-08-23-05",47,49,40,10.47175
"2022-08-23-06",47,49,40,10.375
"2022-08-23-07",47,49,40,10.31425
"2022-08-23-08",47,49.58325,39,10.0335
"2022-08-23-09",47.66675,50,39,10.005
"2022-08-23-10",47.75,50,39,9.965
"2022-08-23-11",47,50,39,10.03325
"2022-08-23-12",47,50,38.08325,9.84175
"2022-08-23-13",47,50,38,9.92925
"2022-08-23-14",47,50,38,10.05075
"2022-08-23-15",47,50,38,10.205
"2022-08-23-16",46.33325,50,38,10.36675
"2022-08-23-17",46,50,38,10.52
"2022-08-23-18",44.33325,50,38,10.7
"2022-08-23-19",44,50,38.75,10.94
"2022-08-23-20",44,50.3335,39,11.065
"2022-08-23-21",44,50,39,11.08
"2022-08-23-22",44,50,39.33325,11.23175
"2022-08-23-23",44,50,40,11.415
"2022-08-24-00",46,50,40,11.385
"2022-08-24-01",46,50,40,11.319
"2022-08-24-02",46,50,40,11.195
"2022-08-24-03",46,50,40,11.105
"2022-08-24-04",46,50,40,10.99
"2022-08-24-05",46.33325,49.6665,40,10.94
"2022-08-24-06",47,49,39.91675,10.8075
"2022-08-24-07",47,49.25,39.08325,10.485
"2022-08-24-08",47,49.58325,39,10.405
"2022-08-24-09",47,49.58325,39,10.3475
"2022-08-24-10",47,50,39,10.31
"2022-08-24-11",47,50,38.25,10.196
"2022-08-24-12",47,50,38,10.185
"2022-08-24-13",47,50,38,10.31425
"2022-08-24-14",47,50,38,10.44
"2022-08-24-15",47,50,38,10.50575
"2022-08-24-16",46,50,38,10.585
"2022-08-24-17",46,50.58325,38,10.785
"2022-08-24-18",44.83325,51,38,11
"2022-08-24-19",44,51,39,11.32
"2022-08-24-20",44,51,39,11.325
"2022-08-24-21",44,51,39.33325,11.47675
"2022-08-24-22",45.1665,51,40,11.69
"2022-08-24-23",46,50.75,40,11.68
"2022-08-25-00",46,50,40,11.66
"2022-08-25-01",46,50,40,11.615
"2022-08-25-02",46,50,40,11.54425
"2022-08-25-03",46.58325,50,40,11.445
"2022-08-25-04",47,50,40,11.31325
"2022-08-25-05",47,50,40,11.23
"2022-08-25-06",47,50,40,11.12
"2022-08-25-07",47,50,40,11.045
"2022-08-25-08",51.33325,52.83325,42.5,11.0625
"2022-08-25-09",53.58325,54.33325,44.16675,11.32525
"2022-08-25-10",51.50025,53.8335,43.00025,10.95925
"2022-08-25-11",50.49975,53.91675,42.4165,11.2825
"2022-08-25-12",50,54,42.16675,11.55575
"2022-08-25-13",50,54,42,11.60575
"2022-08-25-14",47.25,51.83325,39.33325,10.8235
"2022-08-25-15",41.3335,46.33325,34.9165,9.5325
"2022-08-25-16",41.08325,45.6665,34.5,9.80025
"2022-08-25-17",42.08325,47.83325,36.08325,10.599
"2022-08-25-18",43,49,37.25,11.08
"2022-08-25-19",43,49.16675,38,11.395
"2022-08-25-20",43,50,38.91675,11.7425
"2022-08-25-21",43.5,50,39,11.8775
"2022-08-25-22",44,50,39,11.93825
"2022-08-25-23",44,50,39.08325,11.97575
"2022-08-26-00",44,49.1665,39.3335,12.0535
"2022-08-26-01",44,49.5,40,12.25425
"2022-08-26-02",44.5,49.08325,40,12.23675
"2022-08-26-03",46,49,40,12.16675
"2022-08-26-04",46,49,40,12.1
"2022-08-26-05",46,49,40,11.97675
"2022-08-26-06",46.08325,49,40,11.90575
"2022-08-26-07",46.91675,49,40,11.7975
"2022-08-26-08",49,50.5,41.58325,11.84575
"2022-08-26-09",50.58325,52.33325,42.75,12.02425
"2022-08-26-10",49.58325,51.16675,41.75,11.97075
"2022-08-26-11",48.58325,50.91675,40.58325,11.80425
"2022-08-26-12",48.16675,51,40.91675,11.98925
"2022-08-26-13",48,51,40.58325,12.0525
"2022-08-26-14",48,51,40.08325,12.04575
"2022-08-26-15",48,51,40.25,12.145
"2022-08-26-16",48,51,40,12.24825
"2022-08-26-17",47.16675,51,40,12.374
"2022-08-26-18",47,51,40,12.52
"2022-08-26-19",47,51,40.5,12.68575
"2022-08-26-20",47,51,41,12.84575
"2022-08-26-21",47,51,41,12.8575
"2022-08-26-22",47,51,40.75025,12.795
"2022-08-26-23",47,51,41,12.79325
"2022-08-27-00",47,51,41,12.70575
"2022-08-27-01",47,50.4165,41,12.58325
"2022-08-27-02",47,50,41,12.53675
"2022-08-27-03",47.83325,50,41,12.455
"2022-08-27-04",48,50,41,12.33675
"2022-08-27-05",48,50,40.83325,12.17325
"2022-08-27-06",48,50,40,11.85075
"2022-08-27-07",48,50,40,11.73
"2022-08-27-08",48.08325,50,40,11.655
"2022-08-27-09",49,50,40,11.60425
"2022-08-27-10",49,50,40,11.58075
"2022-08-27-11",49,50.5,39.91675,11.51075
"2022-08-27-12",49,51,39,11.2675
"2022-08-27-13",49,51,39,11.30825
"2022-08-27-14",49,51,39,11.355
"2022-08-27-15",49,51,39.41675,11.5565
"2022-08-27-16",49,51,40,11.825
"2022-08-27-17",48.83325,52.33325,40,11.945
"2022-08-27-18",48,53,40,12.0135
"2022-08-27-19",48,53,40,11.99
"2022-08-27-20",48,52.16675,40,11.98
"2022-08-27-21",48,51,40.5,12.095
"2022-08-27-22",48,51,40.66675,12.12825
"2022-08-27-23",48,51,41,12.1715
"2022-08-28-00",48,51,41,12.131
"2022-08-28-01",48,51,41,12.065
"2022-08-28-02",48,51,41,11.98925
"2022-08-28-03",48.75,51,41,11.915
"2022-08-28-04",49,51,41,11.8825
"2022-08-28-05",49,51,41,11.81675
"2022-08-28-06",49,51,41,11.72325
"2022-08-28-07",49,51,40.75,11.56
"2022-08-28-08",49.08325,51,40,11.28075
"2022-08-28-09",50,51,40,11.23
"2022-08-28-10",50,51,40,11.18
"2022-08-28-11",50,51.33325,40,11.195
"2022-08-28-12",49.16675,53,40,11.30825
"2022-08-28-13",49,53,40,11.405
"2022-08-28-14",49,53,40,11.525
"2022-08-28-15",49,53,40,11.62
"2022-08-28-16",49,53,40,11.74325
"2022-08-28-17",48.16675,53.83325,40,11.94425
"2022-08-28-18",48,53.91675,40.25,12.12325
"2022-08-28-19",47.75,53.08325,41,12.36
"2022-08-28-20",47,53,41,12.3775
"2022-08-28-21",47,53,41,12.41825
"2022-08-28-22",47,53,41,12.43
"2022-08-28-23",47,53,41,12.42425
"2022-08-29-00",47.25,53,41,12.34175
"2022-08-29-01",48,53,41,12.28
"2022-08-29-02",48,53,41.25,12.21775
"2022-08-29-03",48,52.83325,41,12.045
"2022-08-29-04",48,51.5,41,11.935
"2022-08-29-05",48,51,41,11.87675
"2022-08-29-06",48.5,51,41,11.785
"2022-08-29-07",49,51,41,11.64425
"2022-08-29-08",51.16675,53.08325,41.8335,11.514
"2022-08-29-09",53,54,42.8335,11.5425
"2022-08-29-10",53.8335,54.333,43.16675,11.326
"2022-08-29-11",54.66675,54.91675,44.08325,11.74425
"2022-08-29-12",52.58325,55,43.33325,11.88175
"2022-08-29-13",50,53.9165,41.66675,11.5175
"2022-08-29-14",45.75,49.58325,37.58325,10.246
"2022-08-29-15",40.5835,45.5835,32.8335,8.96925
"2022-08-29-16",38.4165,44.66675,32.41675,9.06925
"2022-08-29-17",40.83325,46.58325,34.58325,10.04425
"2022-08-29-18",41.91675,47.75,36.16675,10.67825
"2022-08-29-19",42.08325,48.58325,37.08325,11.025
