"Time","CO2_Interieur_Sud.mean","CO2_Interieur_Nord.mean","CO2_E4000.mean","COV_E4000.mean  x100"
"2021-11-28-04",307.36,268.08,334.9865,4
"2021-11-28-05",306.187,266.0265,334.08,4
"2021-11-28-06",304.2,263.49325,329.04025,4
"2021-11-28-07",306.5335,264.26675,326.16,4
"2021-11-28-08",305.02675,260.78675,332.19975,4
"2021-11-28-09",303.2665,263.94675,335.34675,4
"2021-11-28-10",304.33325,263.09325,332.24,4
"2021-11-28-11",303.4535,264.52025,330.65325,4
"2021-11-28-12",303.44025,262.9335,328.48,4
"2021-11-28-13",299.4265,263.2,331.62675,4
"2021-11-28-14",298.44,259.61325,328.9735,4
"2021-11-28-15",299.01325,259.0265,325.5465,4
"2021-11-28-16",297.42675,257.29325,326.21325,4
"2021-11-28-17",297.12,257.77325,324.13325,4
"2021-11-28-18",296.75975,260.45325,327.13325,4.1665
"2021-11-28-19",300.2,262.28,325.8265,4.24975
"2021-11-28-20",298.01325,260.36,327.0665,4.5
"2021-11-28-21",300.28,263.86675,333.08,4.25
"2021-11-28-22",301.9465,267.20025,331.13325,4.75
"2021-11-28-23",302.6935,267.53325,329.293,4.33325
"2021-11-29-00",303.18675,266.187,331.88025,4.33325
"2021-11-29-01",308.10675,267.61325,337.0265,4.33325
"2021-11-29-02",305.627,266.61325,328.16025,4.25
"2021-11-29-03",305.6,266.68,335.24,4.1665
"2021-11-29-04",304.5065,268.02675,332.11975,4.16675
"2021-11-29-05",307.6135,267.09325,340.41325,4.08325
"2021-11-29-06",309.533,268.7865,336.05325,4
"2021-11-29-07",308.6,271,333.37325,4
"2021-11-29-08",389.26675,347.0665,428.0265,5.16675
"2021-11-29-09",477.65325,440.64,521.2535,5.25
"2021-11-29-10",479.73325,439.41325,527.2,4.16675
"2021-11-29-11",597.01325,550.45325,644.48,4.75025
"2021-11-29-12",718,617.43975,721.9735,5.4165
"2021-11-29-13",751.89325,661.68,770.6135,5.33325
"2021-11-29-14",778.2935,729.28,824.587,4.75025
"2021-11-29-15",792.2135,742.66675,836.31975,5.08325
"2021-11-29-16",756.26675,709.973,793.38675,4.91675
"2021-11-29-17",640.88,596.6935,669.22675,4.58325
"2021-11-29-18",548.24,502.50675,587.81325,4
"2021-11-29-19",487.8665,448.55975,528.32,4
"2021-11-29-20",444.71975,415.12,487.76,3.66675
"2021-11-29-21",425.2,387.12,460.9065,3.1665
"2021-11-29-22",401.2,368.08025,435.7865,3
"2021-11-29-23",382.1065,349.22675,412.61325,2.91675
"2021-11-30-00",366.8,334.3335,399.14675,2.41675
"2021-11-30-01",354.5865,322.32,389.2265,2.08325
"2021-11-30-02",344.56,306.42675,378.08,2.08325
"2021-11-30-03",337.94675,299.67975,367.19975,2.08325
"2021-11-30-04",328.6535,293.08025,358.05325,2
"2021-11-30-05",324.68,288.8,358.56,2
"2021-11-30-06",319.4265,283.77325,349.92,2
"2021-11-30-07",318.6935,281.36,354.8265,2
"2021-11-30-08",358.35975,316.73325,393.7865,2.75
"2021-11-30-09",455.46675,422.45325,499.25325,3.5
"2021-11-30-10",508.72025,476.90675,568.1865,3
"2021-11-30-11",581.1465,545.52,633.49325,3.91675
"2021-11-30-12",587.62675,544.66675,634.00025,3.25
"2021-11-30-13",525.03975,475.70675,568.347,4.33325
"2021-11-30-14",553.8135,503.7065,605.97325,4.75
"2021-11-30-15",767.76025,700.45325,831.38675,5.0835
"2021-11-30-16",NA,955.413,NA,5.75
"2021-11-30-17",763.52,878.66675,840.8535,4.25
"2021-11-30-18",691.4665,645.68,736.74675,3.1665
"2021-11-30-19",602.1065,559.86675,641.14675,3
"2021-11-30-20",531.4935,491.17325,581.3335,3
"2021-11-30-21",484.5335,445.0665,532.9865,2.91675
"2021-11-30-22",450.85325,418.61325,498.64,2.91675
"2021-11-30-23",429.413,394.2935,468.773,3
"2021-12-01-00",410.61325,378.5065,450,2.91675
"2021-12-01-01",394.21325,359.86675,430.96,3
"2021-12-01-02",378.74675,347.44025,419.52,3
"2021-12-01-03",371.76,340.42675,409.20025,3
"2021-12-01-04",363.57325,328.62675,396.08025,2.83325
"2021-12-01-05",358.29325,323.2,395.04025,2.5
"2021-12-01-06",352.29325,318.09325,390.2935,2.58325
"2021-12-01-07",352.74675,317.20025,387.43975,2.6665
"2021-12-01-08",415.04,374.26675,458.18675,3.8335
"2021-12-01-09",497.2,445.44,537.2,4.66675
"2021-12-01-10",594.56,540.63975,637.8665,4
"2021-12-01-11",742.1865,696.9335,792.96,5.08325
"2021-12-01-12",723.2,668.8,752.15975,4.66675
"2021-12-01-13",611.6265,562.85325,648.8,4
"2021-12-01-14",528.9335,479.76,559.81325,3.91675
"2021-12-01-15",536.8,485.6535,593.92,3.91675
"2021-12-01-16",575.6,523.2,603.46675,4
"2021-12-01-17",591.68025,530.2935,632.64025,4
"2021-12-01-18",540.1865,491.0935,582.6665,4
"2021-12-01-19",489.99975,447.81325,531.84,3.667
"2021-12-01-20",460,422.85325,499.2265,3.8335
"2021-12-01-21",438.3735,404.10675,472.10675,3.91675
"2021-12-01-22",418.13325,383.57325,461.46675,4
"2021-12-01-23",397.33325,362.8,437.4665,3.91675
"2021-12-02-00",388.48,354.7735,420.5335,3.66675
"2021-12-02-01",380.34675,342.98675,413.28,3.8335
"2021-12-02-02",372.3465,337.68025,404.72,4
"2021-12-02-03",366.56,329.14675,398.7465,3.8335
"2021-12-02-04",361.28,324,396.8,3.58325
"2021-12-02-05",359.1735,319.92,382.10675,3.667
"2021-12-02-06",353.627,319.10675,385.8665,4
"2021-12-02-07",351.25325,314.84,383.17325,3.8335
"2021-12-02-08",382.66675,344.37325,410.48025,3.8335
"2021-12-02-09",476.48,430.02675,522.4535,4.5
"2021-12-02-10",528.8,475.78675,582.9335,4.4165
"2021-12-02-11",627.70675,569.1735,660.74675,5.5
"2021-12-02-12",599.17325,555.6,636.16,5.25
"2021-12-02-13",550.3735,494.00025,585.54675,5.16675
"2021-12-02-14",643.65325,603.12,698.21325,5.91675
"2021-12-02-15",729.28,682.53325,769.6535,5.25
"2021-12-02-16",702.88025,655.1465,741.44,4.33325
"2021-12-02-17",607.573,557.1735,642.37325,3.66675
"2021-12-02-18",525.52025,476.53325,575.30675,3.08325
"2021-12-02-19",472.05325,428.61325,518.53325,3
"2021-12-02-20",436.32,398.4,475.5465,2.8335
"2021-12-02-21",408.69325,370.98675,450.2665,2.5835
"2021-12-02-22",388.1065,352.74675,429.7335,2.25
"2021-12-02-23",374.82675,337.37325,409.57325,2.1665
"2021-12-03-00",361.60025,325.16,398.10675,2
"2021-12-03-01",351.78675,313.70675,381.81325,2
"2021-12-03-02",341.17325,304.04,375.4135,2
"2021-12-03-03",338,295.2935,373.70675,2
"2021-12-03-04",333.69325,292.16,361.84,1.8335
"2021-12-03-05",329.90675,285.37325,358.86675,1.8335
"2021-12-03-06",325.68025,284.45325,351.86675,1.75025
"2021-12-03-07",320.52,281.2,350.21325,1.91675
"2021-12-03-08",335.7735,309.32,385.04,2.5
"2021-12-03-09",483.44,428.7465,521.147,4.91675
"2021-12-03-10",619.92025,547.01325,651.44,4.91675
"2021-12-03-11",733.7065,680.32025,769.1735,4.4165
"2021-12-03-12",570.4535,513.70675,594.58675,2.33325
"2021-12-03-13",503.84,459.2265,551.14675,2.08325
"2021-12-03-14",463.51975,424.8535,503.6265,2.25
"2021-12-03-15",431.94675,394.9335,470.48025,2.16675
"2021-12-03-16",409.04025,376.1865,451.28,2.75025
"2021-12-03-17",392.96,358.3735,428.82675,2.33325
"2021-12-03-18",377.76,345.06675,415.76,2.33325
"2021-12-03-19",370.37325,336.93325,405.38675,2.24975
"2021-12-03-20",364.64025,327.733,399.81325,2.33325
"2021-12-03-21",357.1735,323,390.16,2.08325
"2021-12-03-22",352.02675,314.86675,385.78675,2.16675
"2021-12-03-23",345.44,311.12,373.84,2.08325
"2021-12-04-00",339.8935,301.7735,374.24,2
"2021-12-04-01",336.32,298.68,367.68025,2
"2021-12-04-02",332.82675,292.187,362.6665,1.8335
"2021-12-04-03",329.25325,287.44,355.14675,1.8335
"2021-12-04-04",320.3465,283.10675,348.72,1.8335
"2021-12-04-05",322.0135,278.89325,347.12,1.41675
"2021-12-04-06",319,276.1865,347.44,1.49975
"2021-12-04-07",316.347,275.70675,353.387,1.5
"2021-12-04-08",312.7735,272.08,346.41325,1.4165
"2021-12-04-09",312.85325,271.9465,339.34675,1.5835
"2021-12-04-10",310.68,268.88,338.7735,1.75025
"2021-12-04-11",307.4135,268.5335,344.72,1.5835
"2021-12-04-12",310.76,267.9335,336.85325,1.66675
"2021-12-04-13",310.36,270.93325,340.14675,1.8335
"2021-12-04-14",315.34675,276.42675,345.86675,2
"2021-12-04-15",321.5335,281.7865,350.32,2
"2021-12-04-16",326.1735,283.94675,361.92,2.1665
"2021-12-04-17",328.05325,289.4265,359.73325,2.58325
"2021-12-04-18",330.5465,286.9735,362.16,3
"2021-12-04-19",331.3735,286.9335,356.96,3
"2021-12-04-20",321.61325,278.58675,346.8265,2.25
"2021-12-04-21",312.85325,269.18675,343.49325,2.08325
"2021-12-04-22",308.6,265.25325,334.97325,1.91675
"2021-12-04-23",301.6,258.83975,331.72,1.24975
"2021-12-05-00",297.12,257.12,330,1.1665
"2021-12-05-01",301.44,255.1735,329.09325,1.75
"2021-12-05-02",299.2,258.09325,328.9065,1.8335
"2021-12-05-03",303.44,258.76,336.2665,2
"2021-12-05-04",303.9465,259.18675,327.16,2
"2021-12-05-05",303.7735,261.85325,327.73325,2
"2021-12-05-06",307.78675,263.61325,335.5735,2
"2021-12-05-07",306.2,266.02675,332.06675,2
"2021-12-05-08",309.44,265.62675,332.8665,2
"2021-12-05-09",307.1065,262.4135,333.02675,2
"2021-12-05-10",309.37325,261.9465,330.32,2
"2021-12-05-11",305.53325,262.99975,336.46675,2
"2021-12-05-12",302.52025,260.94675,328.92,2
"2021-12-05-13",297.36,257.86675,330.18675,2
"2021-12-05-14",297.0535,257.68,320.12,2
"2021-12-05-15",299.12,255.4135,319.4665,2
"2021-12-05-16",296.69325,254.52,324.64,2
"2021-12-05-17",299.453,254.2,325.24,2
"2021-12-05-18",297.8665,253.94675,327.47975,2
"2021-12-05-19",298.4535,254.03975,325.92,2
"2021-12-05-20",296.7865,254.25325,324.4,2
"2021-12-05-21",296.59975,253.9465,321.21325,2
"2021-12-05-22",296.94675,255.44025,324.08,2
"2021-12-05-23",296.61325,253.69325,317.73325,2
"2021-12-06-00",296.37325,250.7735,328.6935,2
"2021-12-06-01",294.6,252.45325,318.33325,2
"2021-12-06-02",293.533,252.8665,319.4,2
"2021-12-06-03",294.3735,251.6,315.06675,2
"2021-12-06-04",293.84,251.90675,317.04,2.33325
"2021-12-06-05",293.37325,251.34675,317.067,2.58325
"2021-12-06-06",291.78675,252.9465,317.97325,2.33325
"2021-12-06-07",294.84025,252.70675,317.76,2.25
"2021-12-06-08",399.65325,365.7865,448.10675,4.5835
"2021-12-06-09",547.04,490.1865,576.31975,5.08325
"2021-12-06-10",676.56025,611.3065,692.85325,4.8335
"2021-12-06-11",765.22675,693.49325,751.33325,5
"2021-12-06-12",834.77325,758.2935,850.23975,4.66675
"2021-12-06-13",769.52,682.42675,767.1465,4.83325
"2021-12-06-14",636.53325,585.22675,675.41325,3.66675
"2021-12-06-15",785.5465,716.0265,819.8935,4
"2021-12-06-16",810.72,738.24,837.70675,6.91675
"2021-12-06-17",747.25325,690.6135,773.22675,7.25
"2021-12-06-18",653.54675,607.68,680.4535,6
"2021-12-06-19",562.6135,518.61325,601.2265,5
"2021-12-06-20",505.1735,460.50675,550.48,4.5
"2021-12-06-21",461.01325,424.88,499.04,4.1665
"2021-12-06-22",431.44,396.34675,470.2665,4
"2021-12-06-23",410.69325,375.14675,446.13325,4.08325
"2021-12-07-00",391.28,354,428.34675,3.9165
"2021-12-07-01",376.08,342.96,407.68025,3.8335
"2021-12-07-02",364.9865,332.89325,395.6,3.66675
"2021-12-07-03",353.12,318.26675,381.1465,3.8335
"2021-12-07-04",347.9465,308.18675,372.61325,3.667
"2021-12-07-05",341.19975,301.85325,364.48,4
"2021-12-07-06",332.6,292.36,357.94675,3.75
"2021-12-07-07",329.46675,286.93325,353.70675,3.75025
"2021-12-07-08",379.21325,349.6665,423.22675,3.83325
"2021-12-07-09",448.16,414.16,489.28,4
"2021-12-07-10",510.64,477.86675,564.72025,5.75025
"2021-12-07-11",628.85325,588.56,668.95975,8.25
"2021-12-07-12",624.8,581.76025,656.1335,8.75
"2021-12-07-13",532.53325,487.84025,574.48,7.0835
"2021-12-07-14",475.3065,435.6,503.89325,6.08325
"2021-12-07-15",435.84,401.22675,470.74675,5.3335
"2021-12-07-16",409.62675,377.12,446.8,5
"2021-12-07-17",388.96,357.6265,422.32,4.8335
"2021-12-07-18",373.30675,342.4,415.7065,4.16675
"2021-12-07-19",363.04,325.98675,394.21325,4
"2021-12-07-20",350.96025,316.02675,381.67975,3.91675
"2021-12-07-21",340.21325,303.9465,375.3865,4
"2021-12-07-22",334.1865,297.44,370.1865,3.8335
"2021-12-07-23",330.17325,290.60025,351.62675,3.25
"2021-12-08-00",323.36,283.53325,351.76,3.08325
"2021-12-08-01",322.02675,277.8665,347.41325,3.08325
"2021-12-08-02",316.4265,273.4535,340.76,3.08325
"2021-12-08-03",314.61325,273.76,337.94675,3
"2021-12-08-04",313.0135,268.25325,336.9735,3
"2021-12-08-05",310.51975,267.43975,336.48,3
"2021-12-08-06",307.92,265.02675,328.98675,3
"2021-12-08-07",305.84,263.45325,329.72,3
"2021-12-08-08",390.0535,351.31975,435.1865,4
"2021-12-08-09",520.29325,474.8535,566,4.66675
"2021-12-08-10",600.10675,539.7865,637.44,4.24975
"2021-12-08-11",619.3335,568.85325,657.8135,7
"2021-12-08-12",575.89325,527.28025,610.74675,14.4165
"2021-12-08-13",482.6665,437.09325,521.06675,10.1665
"2021-12-08-14",423.70675,391.33325,458.82675,8.41675
"2021-12-08-15",391.99975,357.5735,423.06675,7.1665
"2021-12-08-16",369.4935,332.7065,401.35975,6.24975
"2021-12-08-17",350.61325,317.2,381.83975,5.91675
"2021-12-08-18",341.227,302.44,373.8135,5.33325
"2021-12-08-19",335.2135,295.4665,364.64,5
"2021-12-08-20",327.02675,286.58675,357.33325,4.91675
"2021-12-08-21",321.1065,281.01325,348.26675,4.75
"2021-12-08-22",316.84,276.68,343.42675,4.33325
"2021-12-08-23",312.86675,271.25325,341.3065,4
"2021-12-09-00",308.76,270.2665,334.82675,4
"2021-12-09-01",306.76025,265.18675,331.5865,4
"2021-12-09-02",301.35975,260.29325,330.307,3.75
"2021-12-09-03",301.587,258.18675,323.74675,3.58325
"2021-12-09-04",296.44025,257.1865,327.64,3.1665
"2021-12-09-05",295.68025,255.92,325.28,3.08325
"2021-12-09-06",295.76025,254.44025,319.50675,3.08325
"2021-12-09-07",287.62675,254.18675,318.6265,3
"2021-12-09-08",333.1735,316.4535,384.02675,3.08325
"2021-12-09-09",460.42675,403.84,483.25325,7.3335
"2021-12-09-10",543.9465,492.24025,588,11.25
"2021-12-09-11",554.96,483.19975,572.82675,13.00025
"2021-12-09-12",499.0665,452.82675,533.27975,11.5835
"2021-12-09-13",539.7335,472.16025,578.56,8.9165
"2021-12-09-14",691.73325,656.4,734.98675,18.5
"2021-12-09-15",748.3735,712.96,800.58675,18.5
"2021-12-09-16",741.76,683.19975,771.83975,14.41675
"2021-12-09-17",623.0665,573.28025,653.41325,12.0835
"2021-12-09-18",535.68,487.12025,564.3465,10.6665
"2021-12-09-19",476.4265,438.293,510.7465,9.49975
"2021-12-09-20",440.31975,404.34675,473.04,8.83325
"2021-12-09-21",414.87975,374.6935,441.8935,7.91675
"2021-12-09-22",389.54675,356.6935,426.0535,7.91675
"2021-12-09-23",376.8535,339.94675,404.88,7.08325
"2021-12-10-00",362.16,325.6665,387.89325,6.50025
"2021-12-10-01",350.74675,313.27975,381.59975,6.08325
"2021-12-10-02",340.69325,301.18675,368.66675,6
"2021-12-10-03",334.2,291.34675,365.22675,5.8335
"2021-12-10-04",323.23975,283.6135,352.32,5.08325
"2021-12-10-05",318.28025,274.5865,348.9865,5
"2021-12-10-06",307.52,267.4535,336.16,4.83325
"2021-12-10-07",303.04,265.12,326.12,4.41675
"2021-12-10-08",307.853,277.3465,351.24,4.1665
"2021-12-10-09",390.26675,363.2265,436.8535,5
"2021-12-10-10",428.29325,396.21325,470.3465,4.83325
"2021-12-10-11",499.36025,453.94675,538.16,10.58325
"2021-12-10-12",505.14675,460.26675,537.73325,9.5
"2021-12-10-13",436.72,403.30675,468.31975,7.5
"2021-12-10-14",399.33325,364.21325,431.06675,7
"2021-12-10-15",377.7865,340.61325,409.54675,6.91675
"2021-12-10-16",358.48,321.76025,390.53325,6.08325
"2021-12-10-17",344.53325,302.88025,373.04025,6
"2021-12-10-18",332.74675,296.81325,360.82675,5.66675
"2021-12-10-19",323.44,283.853,349.17325,5.1665
"2021-12-10-20",315.94675,276.61325,342.21325,5
"2021-12-10-21",309.10675,271.26675,338.093,4.75025
"2021-12-10-22",305.44,267.2,336.56,4.16675
"2021-12-10-23",301.45325,260.85325,332.81325,4.08325
"2021-12-11-00",297.36,259.52,320.65325,4
"2021-12-11-01",293.20025,256.0265,316.30675,4
"2021-12-11-02",291.54675,255.44,322.30675,4
"2021-12-11-03",289.1065,254.52,315.14675,3.91675
"2021-12-11-04",289.9465,252.84,312.96,3.91675
"2021-12-11-05",290.0265,251.53325,315.8935,3.58325
"2021-12-11-06",289.66675,251.85325,324.04,3.41675
"2021-12-11-07",289.53325,251.10675,314.90675,3.41675
"2021-12-11-08",289.2665,251.97325,320.97325,3.33325
"2021-12-11-09",289.6135,251.17325,319.30675,3.1665
"2021-12-11-10",286.02675,248.93325,318.89325,3
"2021-12-11-11",284.6265,249.0265,317.65325,3
"2021-12-11-12",284.17325,249.187,312.6535,3
"2021-12-11-13",285.4535,246.86675,314.14675,3
"2021-12-11-14",286.7865,247.36,319.73325,2.75025
"2021-12-11-15",286.8535,248.77325,316.2135,3
"2021-12-11-16",289.09325,250.77325,318.23975,2.91675
"2021-12-11-17",286.69325,251.10675,320.9065,2.91675
"2021-12-11-18",290.09325,249.35975,317.30675,2.91675
"2021-12-11-19",290.42675,252.44,317.7065,2.91675
"2021-12-11-20",292.10675,254.85325,322.2935,3
"2021-12-11-21",293.6,256.7735,319.25325,2.66675
"2021-12-11-22",295.9465,255.10675,326.37325,2.8335
"2021-12-11-23",295.25325,258.10675,316.78675,2.66675
"2021-12-12-00",294.6665,257.6135,322.89325,2.83325
"2021-12-12-01",294.9465,256.85325,322.21325,2.75
"2021-12-12-02",298.7735,258.94675,323.36,2.8335
"2021-12-12-03",297.04,254.8535,323.01325,2.49975
"2021-12-12-04",293.0265,257.28,327.13325,2.5
"2021-12-12-05",294.3735,261.86675,325.84025,2.5
"2021-12-12-06",293.8665,254.52025,320.05325,2.24975
"2021-12-12-07",292.10675,254.1065,322.0535,2
"2021-12-12-08",288.44,253.4265,319.38675,2
"2021-12-12-09",294.77325,257.44,325.29325,2
"2021-12-12-10",288.78675,253.2665,319.0535,2
"2021-12-12-11",285.92,250.12,319.89325,1.66675
"2021-12-12-12",284.6,250.12,318.1335,1.16675
"2021-12-12-13",287.18675,249.04,309.73325,1.5835
"2021-12-12-14",286.97325,248.6,318.72,1.4165
"2021-12-12-15",288.09325,247.5465,316.96,1.66675
"2021-12-12-16",290.34675,251.02675,315.24,1.91675
"2021-12-12-17",293.02675,251.28,322.42675,2
"2021-12-12-18",296.61325,258.26675,330.8265,2
"2021-12-12-19",299.4265,259.36,325.06675,1.91675
"2021-12-12-20",300.37325,262.7865,331.8535,2
"2021-12-12-21",301.42675,262.44,332.71975,2
"2021-12-12-22",304.1065,266.84,330.65325,2
"2021-12-12-23",307.73325,265.85325,330.91975,2
"2021-12-13-00",309.0135,268.1865,339.64,2
"2021-12-13-01",308.333,266.96,342.49325,2
"2021-12-13-02",307.5335,264.88,327.88,2
"2021-12-13-03",305.18675,262.51975,329.0935,2
"2021-12-13-04",299.28,259.36,330.81325,1.8335
"2021-12-13-05",299.94675,258.6535,330.41325,1.75
"2021-12-13-06",295.507,257.10675,322.4,1.66675
"2021-12-13-07",296.7735,256.26675,323.97325,1.6665
"2021-12-13-08",333.4935,278.2,353.29325,28.16675
"2021-12-13-09",404.77325,342.42675,426.2665,34.41675
"2021-12-13-10",451.49325,386.37325,472.08,21.4165
"2021-12-13-11",507.84,439.84,531.4665,18.91675
"2021-12-13-12",575.22675,525.70675,605.12,16.08325
"2021-12-13-13",636,581.89325,670.16025,14
"2021-12-13-14",689.1465,642.3465,741.6535,13
"2021-12-13-15",795.41325,731.4665,832.96,13
"2021-12-13-16",846.08,773.70675,858.72,12.5
"2021-12-13-17",755.52,694.16,778.613,11
"2021-12-13-18",648.56025,590.24025,675.5735,10.33325
"2021-12-13-19",557.54675,510.58675,586.6935,9.58325
"2021-12-13-20",496.05325,454.93325,530.16,8.91675
"2021-12-13-21",461.59975,419.9465,492.64025,8.1665
"2021-12-13-22",434.6935,393.3865,468.98675,8
"2021-12-13-23",411.01325,373.43975,438.93325,7.5
"2021-12-14-00",393.65325,355.1465,423.14675,7.1665
"2021-12-14-01",379.81325,340.93325,411.6535,6.75025
"2021-12-14-02",367.067,327.71975,399.17325,6.667
"2021-12-14-03",358.93325,321.77325,393.2,6.3335
"2021-12-14-04",350.2665,308.533,381.52,6.08325
"2021-12-14-05",344.02675,301.75975,374.6935,6
"2021-12-14-06",337.8935,292.4535,364.98675,6
"2021-12-14-07",334.10675,291.77325,362.1865,5.75
"2021-12-14-08",331.70675,288.70675,360.72,5.75025
"2021-12-14-09",395.2,348.72,427.65325,10.00025
"2021-12-14-10",472.64,412.93325,504.93325,44.1665
"2021-12-14-11",567.92,518.5865,602.56,28.25
"2021-12-14-12",567.54675,515.5735,578.6135,21.75
"2021-12-14-13",478.9865,436.88,519.36,18
"2021-12-14-14",441.46675,423.28,499.38675,15.58325
"2021-12-14-15",479.52,467.46675,540.8,14.25
"2021-12-14-16",443.62675,412.48,481.62675,12.4165
"2021-12-14-17",408.69325,372.56,440.79975,12.50025
"2021-12-14-18",386.64,349.38675,419.81325,12.08325
"2021-12-14-19",368.6665,331.40025,400.5865,11.4165
"2021-12-14-20",358.80025,318.6135,390.69325,10.91675
"2021-12-14-21",344.4,306.44,374.32,10.50025
"2021-12-14-22",341.6,300.34675,368.2665,10
"2021-12-14-23",335.54675,292.10675,362.4,9.91675
"2021-12-15-00",330.64025,287.8535,357.333,9.16675
"2021-12-15-01",327.16025,283.2665,357.5735,9
"2021-12-15-02",322.9465,280.66675,350.73325,8.83325
"2021-12-15-03",320.1735,278.45325,349.94675,8.66675
"2021-12-15-04",316.01325,274.12,343.68,8.25
"2021-12-15-05",315.84025,272.37325,344.05325,8
"2021-12-15-06",311.44,272.34675,340.8135,7.75
"2021-12-15-07",308.69325,271.10675,335.0665,7.5
"2021-12-15-08",330.4265,311.88,383.6535,7.24975
"2021-12-15-09",474.5865,465.9735,551.86675,7.25
"2021-12-15-10",520.747,497.78675,572.55975,7.1665
"2021-12-15-11",486.29325,474.66675,551.8935,6.41675
"2021-12-15-12",493.68,481.4935,562.15975,8.5
"2021-12-15-13",481.8665,450.9865,526.96,13.1665
"2021-12-15-14",437.9465,404.64,476.34675,10.5
"2021-12-15-15",408.72,376.63975,444.69325,9.8335
"2021-12-15-16",386.293,353.09325,422.56,9.08325
"2021-12-15-17",372.21325,340.21325,406.32,8.91675
"2021-12-15-18",365.6265,329.89325,404.24,8.667
"2021-12-15-19",360.80025,323.2,392.9335,8
"2021-12-15-20",354.98675,316.6,378.48025,8
"2021-12-15-21",347.92,310.11975,384.66675,8
"2021-12-15-22",345.92,307.34675,372.24,7.91675
"2021-12-15-23",343.94675,302.02675,373.3865,7.66675
"2021-12-16-00",339.68,298.4265,370.23975,7.16675
"2021-12-16-01",337.92,295.45325,365.70675,7
"2021-12-16-02",337.19975,295.7735,366.32,7.08325
"2021-12-16-03",338.4265,294.9465,368,7
"2021-12-16-04",336.69325,293.26675,366.45325,7
"2021-12-16-05",334.01325,292.85325,366.88,7
"2021-12-16-06",337.1735,292.04,361.25325,7
"2021-12-16-07",335.22675,291.1065,361.73325,6.8335
"2021-12-16-08",344.68,325.65325,381.36,6.8335
"2021-12-16-09",404.90675,394.88,451.73325,7
"2021-12-16-10",434.08,418.8535,481.25325,6.41675
"2021-12-16-11",451.2265,442.96,518.82675,6.08325
"2021-12-16-12",479.12025,455.57325,532.26675,6.25
"2021-12-16-13",439.92,405.59975,479.76,7.58325
"2021-12-16-14",458.85325,451.78675,529.387,10.08325
"2021-12-16-15",518.5065,511.8935,604.64025,6.83325
"2021-12-16-16",619.0935,571.5465,658,6.41675
"2021-12-16-17",624.24,543.04,634.42675,5.58325
"2021-12-16-18",600.21325,524.39975,618.32,5.5835
"2021-12-16-19",500.7735,456.66675,543.2,5
"2021-12-16-20",459.25325,422.10675,497.54675,5.33325
"2021-12-16-21",430.8535,392.9335,471.84,5.25
"2021-12-16-22",412.69325,370.5335,438.0265,5.33325
"2021-12-16-23",395.06675,358.8,425.22675,5.1665
"2021-12-17-00",383.33325,345.0135,413.3065,5
"2021-12-17-01",372,334.2665,403.25325,5
"2021-12-17-02",363.36025,322.71975,390.4,5
"2021-12-17-03",356.2935,317.46675,387.14675,4.75
"2021-12-17-04",349.8935,307.86675,382.56,4.66675
"2021-12-17-05",344.8265,304.34675,371.81325,4.83325
"2021-12-17-06",343.0135,300.62675,368.1065,4.83325
"2021-12-17-07",336.1465,295.36025,364.0265,4.41675
"2021-12-17-08",352.18675,332.7865,398.18675,4.25
"2021-12-17-09",402.93325,379.41325,449.6535,4.41675
"2021-12-17-10",449.97325,421.06675,500.2935,4.58325
"2021-12-17-11",490.3735,468.74675,557.49325,4.4165
"2021-12-17-12",434.1065,398.05325,464.9065,3.66675
"2021-12-17-13",403.92,367.70675,428.9065,3.75
"2021-12-17-14",386.21325,348.88,413.28,3.75
"2021-12-17-15",367.76,332.28025,403.0935,3.58325
"2021-12-17-16",357.7865,320.52,385.17325,4.08325
"2021-12-17-17",351.22675,312.52,380.58675,4.16675
"2021-12-17-18",347.94675,303.2665,375.49325,4.1665
"2021-12-17-19",344.34675,303.34675,363.2535,4.08325
"2021-12-17-20",338.66675,298.61325,365.52025,4
"2021-12-17-21",336.40025,293.6935,357.86675,4
"2021-12-17-22",334.85325,289.35975,358.82675,4
"2021-12-17-23",332.6,286.86675,359.9465,3.8335
"2021-12-18-00",327.4135,284.84025,348.44,4
"2021-12-18-01",326.2535,284.61325,347.8265,4
"2021-12-18-02",324.76,283.18675,344.56,3.91675
"2021-12-18-03",322.41325,280.53325,347.25325,3.83325
"2021-12-18-04",319.42675,279.9335,343.54675,3.5835
"2021-12-18-05",318.8535,275.12,343.30675,3.5835
"2021-12-18-06",318.533,275.25325,341.90675,3.33325
"2021-12-18-07",319.61325,271.6935,339.32,3.08325
"2021-12-18-08",314.7865,273.44,337.92,3
"2021-12-18-09",315.0935,271.96,337.2935,3
"2021-12-18-10",312.34675,270.37325,336.64025,3
"2021-12-18-11",312.18675,267.84025,334.8535,2.75
"2021-12-18-12",311.85325,269.43975,329.053,3
"2021-12-18-13",311.01325,270.3335,336.23975,2.8335
"2021-12-18-14",309.12,268.8665,335.80025,3.08325
"2021-12-18-15",310.42675,268.20025,332.6535,3
"2021-12-18-16",311.86675,268.96,330.6265,3.08325
"2021-12-18-17",309.76,267.6135,331.70675,3
"2021-12-18-18",312.12,267.35975,333.613,3
"2021-12-18-19",310.85325,268,333.90675,3
"2021-12-18-20",313.74675,268.76025,330.44025,3
