"Time","CO2_Interieur_Sud.mean","CO2_Interieur_Nord.mean","CO2_E4000.mean","COV_E4000.mean  x100"
"2021-12-18-21",311.8535,270.77325,334.87975,2.91675
"2021-12-18-22",311.83975,270.6135,329.61325,3
"2021-12-18-23",312.59975,267.28,329.98675,2.91675
"2021-12-19-00",310.12,269.26675,336.92,3
"2021-12-19-01",312.8665,267.59975,331.0935,3
"2021-12-19-02",312.1865,267.9335,333.90675,3
"2021-12-19-03",311.10675,265.68,330.6535,3.08325
"2021-12-19-04",307.25325,263.08025,325.66675,3.08325
"2021-12-19-05",305.46675,265.3465,332.4665,3.1665
"2021-12-19-06",304.773,267.76,328.0935,3.25
"2021-12-19-07",304.0135,261.10675,335.7335,3.08325
"2021-12-19-08",303.10675,262.53325,332.08,3.16675
"2021-12-19-09",300.84,262.52,332.73325,3.5
"2021-12-19-10",301.86675,261.78675,333.17325,3.5
"2021-12-19-11",299.9335,258.8535,323.12025,3.1665
"2021-12-19-12",298.44,258.75975,328.13325,3
"2021-12-19-13",296.69325,257.4265,323.32,2.83325
"2021-12-19-14",296.44,255.77325,322.81325,2.33325
"2021-12-19-15",298.0265,255.36,319.53325,2.08325
"2021-12-19-16",301.44,254.59975,324.24,2.1665
"2021-12-19-17",301.93325,257.5335,326.37325,2.1665
"2021-12-19-18",303.77325,259.42675,332.12,2
"2021-12-19-19",305.37325,263.2,337.96,2.1665
"2021-12-19-20",308.7735,262.9465,332.0535,2
"2021-12-19-21",307.1865,262.93325,330.293,2
"2021-12-19-22",306.52,261.3735,332.62675,2
"2021-12-19-23",306.0265,260.4265,329.52025,2
"2021-12-20-00",302.53325,260.2,322.65325,2
"2021-12-20-01",300.8265,258.04025,319.88,2
"2021-12-20-02",301.18675,259.18675,323.71975,2
"2021-12-20-03",302.5065,258.88,323.73325,2
"2021-12-20-04",302.01325,258.5335,321.5465,2
"2021-12-20-05",298.1865,257.74675,321.89325,2
"2021-12-20-06",299.19975,259.26675,319.82675,2
"2021-12-20-07",299.18675,256.74675,315.7465,2
"2021-12-20-08",342.4665,307.48,368.6665,4.75
"2021-12-20-09",472.58675,430.64025,501.44,4.91675
"2021-12-20-10",562.31975,506.88,594.50675,4.33325
"2021-12-20-11",598.4535,533.78675,621.1465,3.91675
"2021-12-20-12",646.9335,579.30675,685.44,4.1665
"2021-12-20-13",585.22675,512.82675,615.44,3.41675
"2021-12-20-14",652.56,597.68,690.5865,3.4165
"2021-12-20-15",700.7465,651.2,729.22675,3.08325
"2021-12-20-16",716.64025,658.16,742.7735,3.25
"2021-12-20-17",633.33325,578.6135,658.74675,2.75025
"2021-12-20-18",546.82675,498.72,582.85325,2.4165
"2021-12-20-19",487.06675,444.56025,521.65325,2.5
"2021-12-20-20",443.73325,407.44,476.3465,2.5835
"2021-12-20-21",415.28,376.88025,448.40025,2.5835
"2021-12-20-22",391.14675,356.58675,423.04,2
"2021-12-20-23",375.7335,336.04,403.38675,2
"2021-12-21-00",359.9735,322.02675,388.9865,2
"2021-12-21-01",349.92,310.01325,373.4935,2
"2021-12-21-02",342.05325,301.5335,365.84,2
"2021-12-21-03",336.0665,290.37325,358.23975,2
"2021-12-21-04",326.76,288.42675,354.53325,2
"2021-12-21-05",324.827,283.94675,349.90675,2
"2021-12-21-06",321.2535,279.68,344.29325,1.91675
"2021-12-21-07",316.19975,276.6265,340.98675,1.66675
"2021-12-21-08",329.427,289.493,360.82675,2.41675
"2021-12-21-09",405.2535,356.4535,426.1065,3.08325
"2021-12-21-10",499.60025,460.48,540.40025,2.66675
"2021-12-21-11",602.1865,551.1735,647.33325,3.08325
"2021-12-21-12",671.97325,610.9335,697.92,3.25
"2021-12-21-13",566.3465,519.8665,608.08,2.58325
"2021-12-21-14",582.42675,557.89325,625.94675,3
"2021-12-21-15",662.72,608.13325,698.3735,3.1665
"2021-12-21-16",755.78675,679.4135,780.3735,3.75
"2021-12-21-17",705.38675,625.36025,716.21325,3
"2021-12-21-18",619.65325,566.1065,640.9865,2.8335
"2021-12-21-19",529.97325,481.76025,572.24,2.49975
"2021-12-21-20",476.93325,435.89325,511.33325,2.1665
"2021-12-21-21",438.5865,400.37325,465.92,2
"2021-12-21-22",413.44,372.72,439.2535,2.08325
"2021-12-21-23",391.30675,353.86675,418.72025,1.8335
"2021-12-22-00",376.96,339.44,404.05325,1.91675
"2021-12-22-01",365.0665,326.41325,392.21325,1.66675
"2021-12-22-02",357.4135,315.36,388.32025,2.16675
"2021-12-22-03",348.187,307.44025,379.78675,2.1665
"2021-12-22-04",342.16,299.93325,368.08,2.4165
"2021-12-22-05",337.52,294.88,363.33325,2.1665
"2021-12-22-06",333.73325,292.00025,360.48,2.08325
"2021-12-22-07",328.34675,287.50675,358.24,1.8335
"2021-12-22-08",374.69325,339.33325,412.82675,2.6665
"2021-12-22-09",426,390.58675,462.72,2.6665
"2021-12-22-10",499.8665,463.27975,550.32025,17.49975
"2021-12-22-11",570.96,539.25325,625.38675,13.41675
"2021-12-22-12",527.92,484.74675,571.6265,10.1665
"2021-12-22-13",466.85325,428.6135,506.77325,8.33325
"2021-12-22-14",429.17325,391.9735,461.4135,7.16675
"2021-12-22-15",405.06675,364.55975,437.78675,6.41675
"2021-12-22-16",385.49325,345.92,416.24,6
"2021-12-22-17",371.28,336.05325,407.22675,5
"2021-12-22-18",364.533,327.34675,391.38675,5
"2021-12-22-19",356.85325,318.5865,388.29325,4.66675
"2021-12-22-20",354.72025,313.52025,385.7865,4.08325
"2021-12-22-21",350.82675,311.94675,379.41325,4
"2021-12-22-22",351.41325,309.77325,379.04,4
"2021-12-22-23",347.41325,306.3335,375.33325,4
"2021-12-23-00",345.4935,303.52,376.24025,4
"2021-12-23-01",339.6,296.41325,364.61325,4
"2021-12-23-02",332.18675,295.4665,364.8,4
"2021-12-23-03",333.69325,287.18675,357.4935,4
"2021-12-23-04",327.66675,285.26675,354.74675,3.1665
"2021-12-23-05",322.8535,282.5335,354.32025,3.33325
"2021-12-23-06",323.9335,280.6135,351.09325,3
"2021-12-23-07",323.94675,279,349.52,3
"2021-12-23-08",323.28,279.42675,346.56,3
"2021-12-23-09",322.69325,281.6135,351.6,2.91675
"2021-12-23-10",322.11975,281.78675,353.38675,3
"2021-12-23-11",320.69325,279.36025,347.02675,3
"2021-12-23-12",316.01325,274.2,337.35975,2.91675
"2021-12-23-13",311.76,267.36025,342.8,3
"2021-12-23-14",311.92,267.9465,337.8135,2.91675
"2021-12-23-15",308.93325,266.01325,334.0665,3
"2021-12-23-16",311.77325,266.36,340.31975,3
"2021-12-23-17",313.78675,270.34675,342.32,3
"2021-12-23-18",315.12,274.787,350.98675,3
"2021-12-23-19",319.027,277.0265,350.07975,2.91675
"2021-12-23-20",319.52,281.50675,346.7465,2.8335
"2021-12-23-21",325.26675,282.86675,359.36,2.75
"2021-12-23-22",329.8135,284.37325,355.0935,2.66675
"2021-12-23-23",332.6,288.36,359.52,2.91675
"2021-12-24-00",332.2135,290.84025,361.78675,3
"2021-12-24-01",329.5735,290.52,355.22675,3
"2021-12-24-02",326.10675,288.12,354,2.8335
"2021-12-24-03",328.14675,285.9465,353.573,2.8335
"2021-12-24-04",324.5065,281.52,350.56025,2.66675
"2021-12-24-05",320.0935,278.8535,347.27975,2.91675
"2021-12-24-06",317.68025,278.9465,340.86675,2.667
"2021-12-24-07",314.2665,272.68025,341.22675,2.75
"2021-12-24-08",312.28,272.34675,338.8,2.3335
"2021-12-24-09",310.68,270.19975,337.25325,2.66675
"2021-12-24-10",311.53325,269.86675,334.0535,2.66675
"2021-12-24-11",312.36,269.6135,336.89325,2.3335
"2021-12-24-12",309.1065,269.01325,336.33325,2.75
"2021-12-24-13",310.77325,269.58675,338.2935,2.75025
"2021-12-24-14",311.6935,270.8535,335.04025,2.8335
"2021-12-24-15",309.01325,270.44,336.62675,2.33325
"2021-12-24-16",308.59975,272.6,341.3065,2.58325
"2021-12-24-17",310.92025,273.85325,343.0535,3
"2021-12-24-18",313.84,274,338.13325,3
"2021-12-24-19",312.7735,276,340.7865,3.08325
"2021-12-24-20",316.7735,277.7065,343.09325,3.1665
"2021-12-24-21",317.4135,283.83975,349.83975,3.49975
"2021-12-24-22",320.7065,287.7735,352.26675,3.91675
"2021-12-24-23",327.0935,293.773,351.17325,3.91675
"2021-12-25-00",326.1865,294.25325,361.68,4
"2021-12-25-01",327.93325,297.1865,358.24,4
"2021-12-25-02",327.3465,292.28025,360.8265,4
"2021-12-25-03",329.4,293.09325,360.8,4
"2021-12-25-04",327.94675,294.53325,361.81325,4
"2021-12-25-05",326.4135,293.12,361.73325,4
"2021-12-25-06",327.41325,292.88,366.50675,3.5835
"2021-12-25-07",323.1735,287.68,362.74675,3.25
"2021-12-25-08",320.76,289.33325,360.5335,3.08325
"2021-12-25-09",321.01325,285.85325,353.04025,3
"2021-12-25-10",320.61325,289.28025,357.7865,3.08325
"2021-12-25-11",319.26675,287.9465,355.46675,3
"2021-12-25-12",319.17325,282.21325,350.84,3
"2021-12-25-13",313.4265,279.02675,354.5065,3
"2021-12-25-14",314.10675,274.76,351.06675,3
"2021-12-25-15",309.09325,273.52,340.9865,3
"2021-12-25-16",308.28,273.12,343.65325,3
"2021-12-25-17",305.62675,270.8535,338.90675,3
"2021-12-25-18",307.72,271.84025,339.44,3
"2021-12-25-19",309.6,271.8135,343.3335,3
"2021-12-25-20",312.42675,273.0265,341.98675,3
"2021-12-25-21",314.94675,278.0265,349.6265,3.24975
"2021-12-25-22",318.26675,279.6135,345.7335,3.08325
"2021-12-25-23",317.29325,280.18675,349.86675,3
"2021-12-26-00",320.92,282.77325,349.0665,3.08325
"2021-12-26-01",317.9865,282.52,352.08,3.1665
"2021-12-26-02",317.69325,279.6935,348.7465,3.5
"2021-12-26-03",319.85325,277.85325,341.52,3.1665
"2021-12-26-04",316.1735,276.0935,343.25325,3.25
"2021-12-26-05",315.02675,276.24,336.4,3.08325
"2021-12-26-06",315.12,275.1735,340.08,3.08325
"2021-12-26-07",311.69325,273.94675,342.56,3
"2021-12-26-08",313.85325,276.6,348.90675,3
"2021-12-26-09",313.2,274.4535,342.38675,3.25
"2021-12-26-10",313.76025,273.27975,346.24,3.25
"2021-12-26-11",313.09325,273.44025,339.56,3
"2021-12-26-12",310.76,269.8665,341.24025,3.08325
"2021-12-26-13",310.33325,270.34675,338.96,3.4165
"2021-12-26-14",308.28,266.85325,343.10675,3.5
"2021-12-26-15",305.44025,265.34675,333.667,4
"2021-12-26-16",304.17325,268.2665,338.4,3.91675
"2021-12-26-17",309.77325,269.17325,331.787,4.08325
"2021-12-26-18",311.86675,269.0135,334.36,4.33325
"2021-12-26-19",313.53325,271.93325,337.01325,4.75
"2021-12-26-20",315.68,276.8665,343,4.75025
"2021-12-26-21",320.93325,279.1865,342.37325,5
"2021-12-26-22",322.52,280.76025,349.46675,5
"2021-12-26-23",326.0935,280.36,347.36,5
"2021-12-27-00",325.2535,285.18675,346.42675,5
"2021-12-27-01",324.93325,281.35975,344.64,4.91675
"2021-12-27-02",322.45325,283.36025,345.8,4.91675
"2021-12-27-03",323.03975,284.44,352.64025,5
"2021-12-27-04",320.53325,277.44,347.627,4.91675
"2021-12-27-05",318.68,277.52,347.19975,4.33325
"2021-12-27-06",316.66675,275.66675,344.07975,4
"2021-12-27-07",313.67975,274.45325,339.32,4
"2021-12-27-08",313.04025,271.4535,339.97325,3.75
"2021-12-27-09",311.03975,271.34675,337.13325,3.50025
"2021-12-27-10",308.96,272.02675,334.6,3.1665
"2021-12-27-11",308.28,271.02675,338.02675,3.33325
"2021-12-27-12",313.34675,272.34675,340.65325,4
"2021-12-27-13",315.44,273.6135,339.18675,4.08325
"2021-12-27-14",318.52,276.19975,340.56025,4
"2021-12-27-15",318.5065,276.53325,340.4665,4.08325
"2021-12-27-16",319.7465,277.77325,349.5735,4.1665
"2021-12-27-17",317.78675,278.85325,343.76,4.08325
"2021-12-27-18",316.1865,276.10675,343.12,4
"2021-12-27-19",313.7465,273.92,345.09325,4
"2021-12-27-20",314.69325,272.8665,341.1465,4
"2021-12-27-21",314.3735,272.85325,337.73325,4
"2021-12-27-22",310.70675,269.53325,340.45325,4
"2021-12-27-23",314.37325,270.8535,334.1465,4
"2021-12-28-00",313.52,270.75975,344.9865,4
"2021-12-28-01",315.04,272.09325,338.733,4
"2021-12-28-02",313.29325,271.3465,343.73325,4
"2021-12-28-03",310.40025,272.45325,339.57325,4
"2021-12-28-04",312.3735,273.28,336.74675,4
"2021-12-28-05",309.12,271.18675,334.87975,4
"2021-12-28-06",311.09325,267.70675,332.62675,3.91675
"2021-12-28-07",309.86675,268.77325,337.56,4
"2021-12-28-08",312.3465,271.78675,334.2265,4
"2021-12-28-09",315.7735,274.37325,337.8135,4
"2021-12-28-10",319.85325,274.5865,343.22675,4
"2021-12-28-11",315.66675,273.52,344.58675,4.08325
"2021-12-28-12",311.93325,270.547,339,4.24975
"2021-12-28-13",312.69325,269.85325,332.64,4
"2021-12-28-14",311.09325,268.25325,337.15975,4.4165
"2021-12-28-15",317.85325,273.4535,344.96,4.66675
"2021-12-28-16",317.853,274.52,346.5335,5
"2021-12-28-17",317.12,275.0935,336.45325,5
"2021-12-28-18",316.53325,272.68,336.28,5
"2021-12-28-19",317.36,272.88,339.25325,5
"2021-12-28-20",318.84,274.36,345.22675,5
"2021-12-28-21",318.2,276.44025,345.8935,5
"2021-12-28-22",318.6,276.3735,341.49325,5.58325
"2021-12-28-23",318.70675,275.04,347.44,6
"2021-12-29-00",316.9465,275.947,348.08,6
"2021-12-29-01",315.02675,271.34675,339.09325,6
"2021-12-29-02",312.12,268.9465,337.547,5.75025
"2021-12-29-03",306.52025,264.78675,335.9065,5.5
"2021-12-29-04",305.12,262.99975,325.68,5
"2021-12-29-05",303.09325,261.10675,331.48025,5
"2021-12-29-06",303.12,257.93325,327.213,5
"2021-12-29-07",304.9335,261.1865,320.3065,5
"2021-12-29-08",303.0265,259.0135,325.24,5
"2021-12-29-09",300.44025,258.42675,316.57325,5
"2021-12-29-10",300.61325,258.20025,322.65325,5
"2021-12-29-11",300.88,257.3465,319.96,5
"2021-12-29-12",301.61325,257.18675,321.81325,5
"2021-12-29-13",302.70675,256.1065,320.72,5
"2021-12-29-14",299.50675,257.86675,325.89325,5
"2021-12-29-15",299.93325,258.12,323.24,5
"2021-12-29-16",301.45325,256.44025,328.25325,5
"2021-12-29-17",300.58675,258.2,324.56,5
"2021-12-29-18",302.76,258.69325,325.2,5
"2021-12-29-19",303.84,257.2,326.65325,5
"2021-12-29-20",304.6135,255.86675,323.4,5
"2021-12-29-21",303.9465,259.2,327.13325,5
"2021-12-29-22",302.01325,260.0135,322.97325,5
"2021-12-29-23",303.9335,260.5335,326.4935,5
"2021-12-30-00",302.1735,256.77325,331.2535,5
"2021-12-30-01",302.5065,260.91975,328.14675,5
"2021-12-30-02",300.53325,259.02675,324.22675,5
"2021-12-30-03",303.86675,257.52,328.48,5
"2021-12-30-04",302.44025,261.2535,333.1735,5
"2021-12-30-05",305.94675,261.94675,324.81325,5
"2021-12-30-06",304.36,261.0265,330.5465,5
"2021-12-30-07",307.8665,261.41325,328.427,5
"2021-12-30-08",305.93325,262.44025,328.9735,5
"2021-12-30-09",308.52,262.52,332.6535,5
"2021-12-30-10",306.76,262.84,339.32,5
"2021-12-30-11",307.18675,262.11975,330.89325,5
"2021-12-30-12",308.33325,262.61325,336.2535,5
"2021-12-30-13",308.1865,265.3465,328.2135,5
"2021-12-30-14",308.84,261.9335,330.86675,5.83325
"2021-12-30-15",307.7865,264.52,335.48,6.25
"2021-12-30-16",309,265.34675,336.49325,6.66675
"2021-12-30-17",310.69325,267.88,338.56,7
"2021-12-30-18",311.8665,269.85325,339.64,7
"2021-12-30-19",317.67975,272.21325,343.32,7
"2021-12-30-20",323.52,277.6135,341.3335,7
"2021-12-30-21",326.2665,281.44025,351.2,7
"2021-12-30-22",328.92,284.85325,349.62675,7
"2021-12-30-23",331.9335,285.76025,354.26675,7
"2021-12-31-00",330.04,286.1865,357.27975,7.9165
"2021-12-31-01",333.92,288.94675,358.10675,9.08325
"2021-12-31-02",336.83975,291.77325,364.8535,9.3335
"2021-12-31-03",339.04,296.42675,365.92,9
"2021-12-31-04",339.2535,296.8665,367.12,8.25
"2021-12-31-05",338.2665,295.36,360.2935,7.91675
"2021-12-31-06",334.74675,296.34675,366.34675,7.5
"2021-12-31-07",335.52,291.2,359.38675,7
"2021-12-31-08",333.6135,287.77325,356.34675,6.33325
"2021-12-31-09",332.28,287.27975,359.7335,6
"2021-12-31-10",329.41325,284.70675,356.4535,5.8335
"2021-12-31-11",326.3465,281.44,351.89325,5.08325
"2021-12-31-12",320.42675,276.4265,348.8,5.1665
"2021-12-31-13",316.10675,270.52,337.6535,5.5
"2021-12-31-14",312.0265,269.34675,337.21325,5.75
"2021-12-31-15",313.26675,269.6935,337.2265,6
"2021-12-31-16",311.76025,271.77325,339.2,6
"2021-12-31-17",315.0135,274.09325,339.48,6
"2021-12-31-18",319.6665,276.9335,348.2935,6
"2021-12-31-19",323.64,283.9465,353.06675,6
"2021-12-31-20",327.76,285.44,352.6135,6
"2021-12-31-21",327.52025,286.16,358.47975,6
"2021-12-31-22",332.56,292.10675,362.32025,6
"2021-12-31-23",333.6,294.72,365.4935,6
"2022-01-01-00",335.62675,296.0265,368.6135,6
"2022-01-01-01",332.12025,295.5065,371.8135,6
"2022-01-01-02",334.02675,300.6935,364.07975,6
"2022-01-01-03",337.60025,297.42675,359.6535,6
"2022-01-01-04",334.11975,291.51975,360.63975,6
"2022-01-01-05",331.2,293.1865,363.0665,5.16675
"2022-01-01-06",331.78675,292.11975,364.50675,5
"2022-01-01-07",332.94675,293.1335,360.13325,5
"2022-01-01-08",330.9735,290.17325,362.2665,4.5835
"2022-01-01-09",330.2,290,359.94675,4.08325
"2022-01-01-10",327.6265,287.1865,354.64,4
"2022-01-01-11",323.01325,278.02675,348.50675,3.91675
"2022-01-01-12",316.76,275.26675,342,3.5
"2022-01-01-13",311.6935,269.88,342.8265,3.8335
"2022-01-01-14",310.933,267.62675,332.1865,4.25
"2022-01-01-15",308.53325,267.09325,334.63975,4.91675
"2022-01-01-16",310.627,267.44,339.87975,5
"2022-01-01-17",314.3465,270.05325,337.00025,5
"2022-01-01-18",314.70675,274.50675,347.41325,5
"2022-01-01-19",320.1865,276.46675,349.38675,5
"2022-01-01-20",323.4265,281.61325,349.4935,5
"2022-01-01-21",327,285.02675,353.43975,5
"2022-01-01-22",328.90675,289.93325,355.7865,5
"2022-01-01-23",331.62675,287.28,353.73325,5
"2022-01-02-00",330.90675,291.84,357.80025,5
"2022-01-02-01",329.54675,292.96,361.84025,5
"2022-01-02-02",330.46675,293.2135,363.04,5
"2022-01-02-03",331.90675,289.2665,367.54675,5
"2022-01-02-04",328.57325,290.7865,361.2265,5
"2022-01-02-05",331.5335,291.52025,358.56025,4.49975
"2022-01-02-06",330.21325,292.44,356.9335,4.1665
"2022-01-02-07",327.08,287.10675,355.1465,4.25
"2022-01-02-08",322.77325,285.44,353.17325,4
"2022-01-02-09",325.4135,280.26675,348.4265,4
"2022-01-02-10",319.93325,280.77325,344.66675,4
"2022-01-02-11",316.3465,277.12,345.14675,4
"2022-01-02-12",314.76025,270.45325,342.8,4
"2022-01-02-13",310.19975,266.44025,333.1865,4
"2022-01-02-14",308.53325,267.4265,337.92,3.91675
"2022-01-02-15",306.61325,264.01325,328.88,3.91675
"2022-01-02-16",304.54675,263.69325,328.81325,4.1665
"2022-01-02-17",307.02675,266.2665,336.26675,4.1665
"2022-01-02-18",308.1065,265.95975,328.88025,4.08325
"2022-01-02-19",308.50675,269.09325,330.92,4.33325
"2022-01-02-20",311.28,267.68025,335.81325,4.5
"2022-01-02-21",313.04,268.9465,342.2135,4.75025
"2022-01-02-22",320.0265,276.77325,344,4.4165
"2022-01-02-23",323,283.77325,347.7065,4.91675
"2022-01-03-00",324.85325,283.2,351.17325,4.8335
"2022-01-03-01",326.65325,285.2665,354.64,4.91675
"2022-01-03-02",328.09325,288.52,356,5
"2022-01-03-03",331.2935,286.84,359.1465,5
"2022-01-03-04",330.78675,290.59975,355.2535,5
"2022-01-03-05",326.0935,285.26675,354.6135,5
"2022-01-03-06",325.93325,284.92,348.08,5
"2022-01-03-07",325.5865,284.37325,347.30675,5.1665
"2022-01-03-08",322.5865,281.12,351.6265,5
"2022-01-03-09",354.92,339.34675,400.1335,5.08325
"2022-01-03-10",414.56,404.8,471.03975,6.6665
"2022-01-03-11",505.91975,479.7065,551.27975,7.3335
"2022-01-03-12",512.24,467.36,548.1865,6.16675
"2022-01-03-13",456.6135,419.06675,493.22675,5.41675
"2022-01-03-14",459.867,451.7065,530.6935,5.91675
"2022-01-03-15",495.09325,483.8665,577.307,5.74975
"2022-01-03-16",544.45325,522.26675,605.28,6
"2022-01-03-17",511.76,469.7065,548.55975,6.1665
"2022-01-03-18",468.08,432.53325,507.30675,6.08325
"2022-01-03-19",441.09325,407.01325,485.89325,6
"2022-01-03-20",423.09325,390.5335,460.16025,6
"2022-01-03-21",412.48,375.6535,443.28,6
"2022-01-03-22",401.17325,369.91975,433.78675,6
"2022-01-03-23",391.57325,357.92,420.2935,6
"2022-01-04-00",385.09325,350,415.8935,6
"2022-01-04-01",377.68,345.147,413.33325,6
"2022-01-04-02",371.75975,336.7465,399.04,5.75
"2022-01-04-03",364.02675,329.8,388.453,5.41675
"2022-01-04-04",361.6,325.2535,388.2135,5
"2022-01-04-05",355.27975,317.94675,381.52,5
"2022-01-04-06",355.12,315.76025,386.29325,5
"2022-01-04-07",352.8,314.12,377.4935,5
"2022-01-04-08",387.86675,368.82675,434.587,4.75
"2022-01-04-09",430.61325,417.59975,490.96,5.33325
"2022-01-04-10",436.40025,418.66675,490.37325,7
"2022-01-04-11",445.20025,434.9065,511.35975,9
"2022-01-04-12",449.6265,419.60025,485.6,8
"2022-01-04-13",428.02675,379.5735,450.13325,7.1665
"2022-01-04-14",467.49325,413.09325,492.64,7.16675
"2022-01-04-15",385.60025,358.58675,424.72,4.66675
"2022-01-04-16",491.49325,458.85325,533.0935,5.83325
"2022-01-04-17",471.0935,433.7065,509.41325,6
"2022-01-04-18",434.56,398.88,466.66675,6
"2022-01-04-19",403.70675,362.61325,429.25325,6
"2022-01-04-20",375.01325,342.74675,408.69325,5.4165
"2022-01-04-21",359.92,325.08,388.9065,5.25
"2022-01-04-22",343.89325,307.7065,365.2535,5
"2022-01-04-23",331.2,291.04,354.13325,5
"2022-01-05-00",329.0935,287.59975,354.63975,5
"2022-01-05-01",323.12,281.2535,355.73325,4.91675
"2022-01-05-02",321.3735,278.16,346.48,5
"2022-01-05-03",320.2,276.533,344.26675,5
"2022-01-05-04",320.04,275.10675,339.52025,4.75025
"2022-01-05-05",313.5335,269.3465,339.92,4.5
"2022-01-05-06",309.61325,270.68,328.8665,4
"2022-01-05-07",309.10675,270.5335,333.94675,4
"2022-01-05-08",383.42675,365.8,425.28,6
"2022-01-05-09",461.12,424.29325,497.81325,6.33325
"2022-01-05-10",445.6265,404.6665,480.32,5
"2022-01-05-11",549.04,490.53325,601.8135,10.08325
"2022-01-05-12",599.3865,565.92,646.64,13.83325
"2022-01-05-13",538.69325,496.74675,567.75975,9.41675
"2022-01-05-14",471.4665,430.74675,503.62675,7.75
"2022-01-05-15",426.50675,391.12,455.7065,6.75
